vv_gene,Ensembl_gene
LOC127062373,ENSVVLG00005000299
LOC127062374,ENSVVLG00005003894
LOC127062376,ENSVVLG00005002077
LOC127062377,ENSVVLG00005004431
LOC127062378,ENSVVLG00005002491
LOC127062379,ENSVVLG00005003820
LOC127062380,ENSVVLG00005014845
LOC127062381,ENSVVLG00005002088
LOC127062382,ENSVVLG00005001412
LOC127062383,ENSVVLG00005015476
LOC127062385,ENSVVLG00005014502
LOC127062386,ENSVVLG00005014554
LOC127062387,ENSVVLG00005014506
LOC127062388,ENSVVLG00005014489
LOC127062389,ENSVVLG00005014486
LOC127062390,ENSVVLG00005014560
LOC127062391,ENSVVLG00005004983
LOC127062392,ENSVVLG00005014479
LOC127062396,ENSVVLG00005000933
LOC127062397,ENSVVLG00005002816
LOC127062398,ENSVVLG00005000548
LOC127062399,ENSVVLG00005001176
LOC127062401,ENSVVLG00005001321
LOC127062402,ENSVVLG00005003620
LOC127062403,ENSVVLG00005016262
LOC127062404,ENSVVLG00005001845
LOC127062405,ENSVVLG00005002166
LOC127062406,ENSVVLG00005001026
LOC127062408,ENSVVLG00005015822
LOC127062409,ENSVVLG00005001033
LOC127062410,ENSVVLG00005001560
LOC127062413,ENSVVLG00005002401
LOC127062414,ENSVVLG00005003775
LOC127062415,ENSVVLG00005016291
LOC127062416,ENSVVLG00005000524
LOC127062417,ENSVVLG00005004829
LOC127062419,ENSVVLG00005015342
LOC127062420,ENSVVLG00005014944
LOC127062421,ENSVVLG00005004715
LOC127062422,ENSVVLG00005000506
LOC127062423,ENSVVLG00005014671
LOC127062425,ENSVVLG00005004598
LOC127062426,ENSVVLG00005002801
LOC127062427,ENSVVLG00005000168
LOC127062428,ENSVVLG00005015871
LOC127062429,ENSVVLG00005001061
LOC127062430,ENSVVLG00005016358
LOC127062431,ENSVVLG00005000446
LOC127062432,ENSVVLG00005001286
LOC127062433,ENSVVLG00005004091
LOC127062435,ENSVVLG00005001219
LOC127062437,ENSVVLG00005003511
LOC127062439,ENSVVLG00005016243
LOC127062441,ENSVVLG00005015018
LOC127062442,ENSVVLG00005015210
LOC127062443,ENSVVLG00005002063
LOC127062444,ENSVVLG00005014997
LOC127062445,ENSVVLG00005000383
LOC127062446,ENSVVLG00005003147
LOC127062447,ENSVVLG00005002772
LOC127062448,ENSVVLG00005000788
LOC127062452,ENSVVLG00005000222
LOC127062453,ENSVVLG00005001398
LOC127062454,ENSVVLG00005004684
LOC127062455,ENSVVLG00005016232
LOC127062456,ENSVVLG00005000313
LOC127062457,ENSVVLG00005000586
LOC127062458,ENSVVLG00005004374
LOC127062459,ENSVVLG00005004540
LOC127062461,ENSVVLG00005014718
LOC127062462,ENSVVLG00005015324
LOC127062464,ENSVVLG00005003526
LOC127062465,ENSVVLG00005004183
LOC127062466,ENSVVLG00005000723
LOC127062468,ENSVVLG00005015453
LOC127062469,ENSVVLG00005004052
LOC127062470,ENSVVLG00005015697
LOC127062471,ENSVVLG00005001335
LOC127062472,ENSVVLG00005000928
LOC127062473,ENSVVLG00005000421
LOC127062474,ENSVVLG00005004639
LOC127062475,ENSVVLG00005014695
LOC127062476,ENSVVLG00005001376
LOC127062479,ENSVVLG00005016348
LOC127062480,ENSVVLG00005015865
LOC127062481,ENSVVLG00005000087
LOC127062482,ENSVVLG00005014954
LOC127062484,ENSVVLG00005007591
LOC127062485,ENSVVLG00005000934
LOC127062486,ENSVVLG00005001101
LOC127062487,ENSVVLG00005004367
LOC127062488,ENSVVLG00005000912
LOC127062489,ENSVVLG00005015997
LOC127062490,ENSVVLG00005000848
LOC127062491,ENSVVLG00005000195
LOC127062493,ENSVVLG00005001123
LOC127062494,ENSVVLG00005001316
LOC127062495,ENSVVLG00005000046
LOC127062496,ENSVVLG00005015437
LOC127062497,ENSVVLG00005002477
LOC127062498,ENSVVLG00005000715
LOC127062499,ENSVVLG00005015041
LOC127062501,ENSVVLG00005016215
LOC127062502,ENSVVLG00005015400
LOC127062503,ENSVVLG00005015646
LOC127062504,ENSVVLG00005004110
LOC127062506,ENSVVLG00005002127
LOC127062507,ENSVVLG00005000159
LOC127062508,ENSVVLG00005003075
LOC127062509,ENSVVLG00005015131
LOC127062510,ENSVVLG00005015519
LOC127062511,ENSVVLG00005000540
LOC127062512,ENSVVLG00005000603
LOC127062513,ENSVVLG00005004085
LOC127062514,ENSVVLG00005016076
LOC127062515,ENSVVLG00005001533
LOC127062516,ENSVVLG00005015944
LOC127062517,ENSVVLG00005016201
LOC127062518,ENSVVLG00005002201
LOC127062519,ENSVVLG00005015161
LOC127062520,ENSVVLG00005001888
LOC127062521,ENSVVLG00005002673
LOC127062522,ENSVVLG00005001695
LOC127062523,ENSVVLG00005003367
LOC127062524,ENSVVLG00005015623
LOC127062525,ENSVVLG00005015591
LOC127062526,ENSVVLG00005000025
LOC127062527,ENSVVLG00005000989
LOC127062528,ENSVVLG00005003209
LOC127062529,ENSVVLG00005003380
LOC127062531,ENSVVLG00005016143
LOC127062532,ENSVVLG00005001682
LOC127062533,ENSVVLG00005000991
LOC127062534,ENSVVLG00005004580
LOC127062535,ENSVVLG00005002249
LOC127062536,ENSVVLG00005015308
LOC127062538,ENSVVLG00005000840
LOC127062539,ENSVVLG00005015784
LOC127062540,ENSVVLG00005015414
LOC127062543,ENSVVLG00005000779
LOC127062544,ENSVVLG00005015742
LOC127062545,ENSVVLG00005002027
LOC127062546,ENSVVLG00005002741
LOC127062547,ENSVVLG00005015149
LOC127062549,ENSVVLG00005002414
LOC127062551,ENSVVLG00005000677
LOC127062552,ENSVVLG00005015901
LOC127062555,ENSVVLG00005015319
LOC127062556,ENSVVLG00005003117
LOC127062557,ENSVVLG00005001238
LOC127062559,ENSVVLG00005001293
LOC127062561,ENSVVLG00005004315
LOC127062562,ENSVVLG00005015199
LOC127062565,ENSVVLG00005000126
LOC127062566,ENSVVLG00005000250
LOC127062567,ENSVVLG00005015233
LOC127062568,ENSVVLG00005015311
LOC127062569,ENSVVLG00005003836
LOC127062571,ENSVVLG00005016220
LOC127062573,ENSVVLG00005003608
LOC127062574,ENSVVLG00005015529
LOC127062575,ENSVVLG00005015361
LOC127062576,ENSVVLG00005000070
LOC127062577,ENSVVLG00005015832
LOC127062578,ENSVVLG00005001359
LOC127062579,ENSVVLG00005001194
LOC127062581,ENSVVLG00005015718
LOC127062583,ENSVVLG00005015547
LOC127062584,ENSVVLG00005014785
LOC127062585,ENSVVLG00005001298
LOC127062586,ENSVVLG00005000894
LOC127062587,ENSVVLG00005000973
LOC127062589,ENSVVLG00005015612
LOC127062590,ENSVVLG00005004003
LOC127062591,ENSVVLG00005015274
LOC127062593,ENSVVLG00005004451
LOC127062595,ENSVVLG00005005711
LOC127062596,ENSVVLG00005015009
LOC127062597,ENSVVLG00005014747
LOC127062598,ENSVVLG00005000371
LOC127062599,ENSVVLG00005015110
LOC127062601,ENSVVLG00005004077
LOC127062602,ENSVVLG00005000867
LOC127062603,ENSVVLG00005004339
LOC127062604,ENSVVLG00005005756
LOC127062605,ENSVVLG00005003664
LOC127062606,ENSVVLG00005000755
LOC127062609,ENSVVLG00005003953
LOC127062610,ENSVVLG00005000531
LOC127062611,ENSVVLG00005000129
LOC127062612,ENSVVLG00005015926
LOC127062613,ENSVVLG00005015124
LOC127062614,ENSVVLG00005003042
LOC127062615,ENSVVLG00005000737
LOC127062616,ENSVVLG00005014685
LOC127062617,ENSVVLG00005002507
LOC127062618,ENSVVLG00005003340
LOC127062619,ENSVVLG00005002911
LOC127062621,ENSVVLG00005003670
LOC127062624,ENSVVLG00005015732
LOC127062626,ENSVVLG00005002351
LOC127062627,ENSVVLG00005005008
LOC127062628,ENSVVLG00005005931
LOC127062629,ENSVVLG00005002297
LOC127062630,ENSVVLG00005015514
LOC127062632,ENSVVLG00005000107
LOC127062633,ENSVVLG00005015843
LOC127062635,ENSVVLG00005003713
LOC127062636,ENSVVLG00005000852
LOC127062637,ENSVVLG00005003951
LOC127062639,ENSVVLG00005001496
LOC127062640,ENSVVLG00005016135
LOC127062641,ENSVVLG00005015739
LOC127062642,ENSVVLG00005015406
LOC127062643,ENSVVLG00005000276
LOC127062644,ENSVVLG00005001146
LOC127062645,ENSVVLG00005004539
LOC127062646,ENSVVLG00005001169
LOC127062647,ENSVVLG00005000138
LOC127062648,ENSVVLG00005001766
LOC127062649,ENSVVLG00005003413
LOC127062650,ENSVVLG00005000966
LOC127062651,ENSVVLG00005014992
LOC127062652,ENSVVLG00005000360
LOC127062653,ENSVVLG00005002074
LOC127062654,ENSVVLG00005014574
LOC127062655,ENSVVLG00005014492
LOC127062656,ENSVVLG00005014494
LOC127062657,ENSVVLG00005014493
LOC127062658,ENSVVLG00005014566
LOC127062659,ENSVVLG00005014578
LOC127062660,ENSVVLG00005014508
LOC127062661,ENSVVLG00005014558
LOC127062663,ENSVVLG00005001468
LOC127062664,ENSVVLG00005001037
LOC127062666,ENSVVLG00005000905
LOC127062667,ENSVVLG00005004259
LOC127062668,ENSVVLG00005003476
LOC127062669,ENSVVLG00005003768
LOC127062670,ENSVVLG00005000273
LOC127062673,ENSVVLG00005014563
LOC127062674,ENSVVLG00005014498
LOC127062675,ENSVVLG00005014519
LOC127062676,ENSVVLG00005014485
LOC127062677,ENSVVLG00005014561
LOC127062678,ENSVVLG00005014477
LOC127062679,ENSVVLG00005014482
LOC127062680,ENSVVLG00005014575
LOC127062681,ENSVVLG00005002837
LOC127062682,ENSVVLG00005000621
LOC127062683,ENSVVLG00005015905
LOC127062684,ENSVVLG00005000342
LOC127062685,ENSVVLG00005003213
LOC127062686,ENSVVLG00005001008
LOC127062687,ENSVVLG00005005074
LOC127062688,ENSVVLG00005015748
LOC127062689,ENSVVLG00005004207
LOC127062691,ENSVVLG00005001808
LOC127062692,ENSVVLG00005004496
LOC127062694,ENSVVLG00005004377
LOC127062695,ENSVVLG00005000801
LOC127062696,ENSVVLG00005000668
LOC127062697,ENSVVLG00005000058
LOC127062698,ENSVVLG00005004758
LOC127062699,ENSVVLG00005003231
LOC127062700,ENSVVLG00005003689
LOC127062701,ENSVVLG00005001914
LOC127062702,ENSVVLG00005015049
LOC127062703,ENSVVLG00005014870
LOC127062704,ENSVVLG00005015368
LOC127062705,ENSVVLG00005015074
LOC127062706,ENSVVLG00005001974
LOC127062709,ENSVVLG00005004274
LOC127062710,ENSVVLG00005002595
LOC127062711,ENSVVLG00005001374
LOC127062712,ENSVVLG00005000237
LOC127062713,ENSVVLG00005014784
LOC127062714,ENSVVLG00005004178
LOC127062715,ENSVVLG00005015726
LOC127062717,ENSVVLG00005002551
LOC127062718,ENSVVLG00005015065
LOC127062719,ENSVVLG00005003722
LOC127062721,ENSVVLG00005014868
LOC127062722,ENSVVLG00005002750
LOC127062725,ENSVVLG00005005065
LOC127062726,ENSVVLG00005002104
LOC127062727,ENSVVLG00005001190
LOC127062728,ENSVVLG00005000575
LOC127062729,ENSVVLG00005003694
LOC127062730,ENSVVLG00005014677
LOC127062731,ENSVVLG00005002993
LOC127062732,ENSVVLG00005015458
LOC127062733,ENSVVLG00005001149
LOC127062734,ENSVVLG00005015607
LOC127062735,ENSVVLG00005003317
LOC127062736,ENSVVLG00005002264
LOC127062738,ENSVVLG00005001575
LOC127062739,ENSVVLG00005014669
LOC127062741,ENSVVLG00005000368
LOC127062742,ENSVVLG00005014833
LOC127062746,ENSVVLG00005015524
LOC127062747,ENSVVLG00005014962
LOC127062748,ENSVVLG00005015081
LOC127062749,ENSVVLG00005015575
LOC127062751,ENSVVLG00005004095
LOC127062752,ENSVVLG00005015587
LOC127062753,ENSVVLG00005015565
LOC127062754,ENSVVLG00005000209
LOC127062757,ENSVVLG00005015365
LOC127062764,ENSVVLG00005000323
LOC127062765,ENSVVLG00005003098
LOC127062766,ENSVVLG00005003135
LOC127062767,ENSVVLG00005004297
LOC127062768,ENSVVLG00005003198
LOC127062769,ENSVVLG00005014637
LOC127062770,ENSVVLG00005003557
LOC127062772,ENSVVLG00005001250
LOC127062775,ENSVVLG00005014879
LOC127062776,ENSVVLG00005015932
LOC127062777,ENSVVLG00005002003
LOC127062778,ENSVVLG00005003803
LOC127062779,ENSVVLG00005004358
LOC127062780,ENSVVLG00005000396
LOC127062781,ENSVVLG00005000564
LOC127062782,ENSVVLG00005000658
LOC127062783,ENSVVLG00005004149
LOC127062784,ENSVVLG00005015776
LOC127062785,ENSVVLG00005015216
LOC127062786,ENSVVLG00005014825
LOC127062787,ENSVVLG00005003347
LOC127062788,ENSVVLG00005004672
LOC127062789,ENSVVLG00005004422
LOC127062790,ENSVVLG00005000497
LOC127062791,ENSVVLG00005003915
LOC127062792,ENSVVLG00005015061
LOC127062793,ENSVVLG00005015492
LOC127062794,ENSVVLG00005000923
LOC127062795,ENSVVLG00005001912
LOC127062798,ENSVVLG00005000943
LOC127062800,ENSVVLG00005016366
LOC127062802,ENSVVLG00005001263
LOC127062803,ENSVVLG00005004868
LOC127062804,ENSVVLG00005002261
LOC127062805,ENSVVLG00005000189
LOC127062806,ENSVVLG00005015185
LOC127062807,ENSVVLG00005000198
LOC127062808,ENSVVLG00005015092
LOC127062809,ENSVVLG00005015975
LOC127062810,ENSVVLG00005004411
LOC127062811,ENSVVLG00005000242
LOC127062813,ENSVVLG00005015194
LOC127062814,ENSVVLG00005000773
LOC127062815,ENSVVLG00005014934
LOC127062816,ENSVVLG00005016005
LOC127062817,ENSVVLG00005015392
LOC127062818,ENSVVLG00005000347
LOC127062819,ENSVVLG00005014632
LOC127062821,ENSVVLG00005005081
LOC127062822,ENSVVLG00005014646
LOC127062823,ENSVVLG00005015379
LOC127062824,ENSVVLG00005002981
LOC127062825,ENSVVLG00005001021
LOC127062826,ENSVVLG00005015119
LOC127062827,ENSVVLG00005016301
LOC127062828,ENSVVLG00005015463
LOC127062829,ENSVVLG00005000742
LOC127062830,ENSVVLG00005015673
LOC127062831,ENSVVLG00005001047
LOC127062833,ENSVVLG00005000619
LOC127062835,ENSVVLG00005000714
LOC127062836,ENSVVLG00005015522
LOC127062837,ENSVVLG00005016257
LOC127062838,ENSVVLG00005003158
LOC127062839,ENSVVLG00005004191
LOC127062840,ENSVVLG00005015136
LOC127062841,ENSVVLG00005002756
LOC127062842,ENSVVLG00005003683
LOC127062847,ENSVVLG00005002648
LOC127062848,ENSVVLG00005000469
LOC127062850,ENSVVLG00005015251
LOC127062851,ENSVVLG00005003541
LOC127062852,ENSVVLG00005000812
LOC127062855,ENSVVLG00005014571
LOC127062857,ENSVVLG00005000307
LOC127062858,ENSVVLG00005003904
LOC127062859,ENSVVLG00005000029
LOC127062861,ENSVVLG00005015637
LOC127062862,ENSVVLG00005000375
LOC127062863,ENSVVLG00005003796
LOC127062866,ENSVVLG00005000453
LOC127062867,ENSVVLG00005001868
LOC127062868,ENSVVLG00005015554
LOC127062869,ENSVVLG00005000956
LOC127062870,ENSVVLG00005001268
LOC127062872,ENSVVLG00005014703
LOC127062873,ENSVVLG00005015654
LOC127062874,ENSVVLG00005001396
LOC127062875,ENSVVLG00005016110
LOC127062876,ENSVVLG00005004792
LOC127062878,ENSVVLG00005000492
LOC127062879,ENSVVLG00005003986
LOC127062880,ENSVVLG00005005044
LOC127062881,ENSVVLG00005015224
LOC127062884,ENSVVLG00005002571
LOC127062887,ENSVVLG00005014503
LOC127062888,ENSVVLG00005014484
LOC127062889,ENSVVLG00005014539
LOC127062890,ENSVVLG00005014471
LOC127062891,ENSVVLG00005004236
LOC127062892,ENSVVLG00005014474
LOC127062893,ENSVVLG00005016090
LOC127062894,ENSVVLG00005016101
LOC127062895,ENSVVLG00005016098
LOC127062896,ENSVVLG00005016105
LOC127062897,ENSVVLG00005016097
LOC127062898,ENSVVLG00005016102
LOC127062899,ENSVVLG00005016100
LOC127062903,ENSVVLG00005015992
LOC127062904,ENSVVLG00005015669
LOC127062905,ENSVVLG00005002340
LOC127062907,ENSVVLG00005000272
LOC127062908,ENSVVLG00005003311
LOC127062909,ENSVVLG00005001600
LOC127062910,ENSVVLG00005015211
LOC127062911,ENSVVLG00005014995
LOC127062912,ENSVVLG00005004735
LOC127062914,ENSVVLG00005000579
LOC127062915,ENSVVLG00005003660
LOC127062917,ENSVVLG00005000820
LOC127062919,ENSVVLG00005001424
LOC127062920,ENSVVLG00005015372
LOC127062921,ENSVVLG00005015706
LOC127062922,ENSVVLG00005015402
LOC127062923,ENSVVLG00005001554
LOC127062924,ENSVVLG00005001986
LOC127062926,ENSVVLG00005000232
LOC127062927,ENSVVLG00005014927
LOC127062928,ENSVVLG00005006459
LOC127062929,ENSVVLG00005000961
LOC127062932,ENSVVLG00005003622
LOC127062934,ENSVVLG00005007391
LOC127062935,ENSVVLG00005004797
LOC127062936,ENSVVLG00005002567
LOC127062937,ENSVVLG00005015253
LOC127062938,ENSVVLG00005000831
LOC127062939,ENSVVLG00005015700
LOC127062940,ENSVVLG00005006288
LOC127062941,ENSVVLG00005015711
LOC127062942,ENSVVLG00005003911
LOC127062943,ENSVVLG00005003129
LOC127062944,ENSVVLG00005000528
LOC127062945,ENSVVLG00005015231
LOC127062946,ENSVVLG00005001818
LOC127062947,ENSVVLG00005005663
LOC127062948,ENSVVLG00005016367
LOC127062949,ENSVVLG00005002752
LOC127062950,ENSVVLG00005002653
LOC127062951,ENSVVLG00005001883
LOC127062952,ENSVVLG00005005057
LOC127062954,ENSVVLG00005003234
LOC127062955,ENSVVLG00005002359
LOC127062957,ENSVVLG00005003539
LOC127062958,ENSVVLG00005004012
LOC127062959,ENSVVLG00005014919
LOC127062960,ENSVVLG00005014838
LOC127062961,ENSVVLG00005002105
LOC127062965,ENSVVLG00005000508
LOC127062966,ENSVVLG00005001565
LOC127062967,ENSVVLG00005002189
LOC127062969,ENSVVLG00005014840
LOC127062971,ENSVVLG00005000163
LOC127062975,ENSVVLG00005001291
LOC127062976,ENSVVLG00005003663
LOC127062977,ENSVVLG00005002137
LOC127062979,ENSVVLG00005002271
LOC127062981,ENSVVLG00005000330
LOC127062982,ENSVVLG00005000547
LOC127062983,ENSVVLG00005004215
LOC127062985,ENSVVLG00005001105
LOC127062986,ENSVVLG00005002246
LOC127062987,ENSVVLG00005004417
LOC127062988,ENSVVLG00005005364
LOC127062989,ENSVVLG00005002725
LOC127062990,ENSVVLG00005002213
LOC127062991,ENSVVLG00005001041
LOC127062992,ENSVVLG00005003292
LOC127062993,ENSVVLG00005000389
LOC127062994,ENSVVLG00005015984
LOC127062995,ENSVVLG00005015044
LOC127062996,ENSVVLG00005001957
LOC127062997,ENSVVLG00005016217
LOC127062999,ENSVVLG00005015684
LOC127063000,ENSVVLG00005000684
LOC127063001,ENSVVLG00005014749
LOC127063002,ENSVVLG00005000695
LOC127063003,ENSVVLG00005000484
LOC127063004,ENSVVLG00005004478
LOC127063005,ENSVVLG00005015620
LOC127063006,ENSVVLG00005005040
LOC127063007,ENSVVLG00005004232
LOC127063008,ENSVVLG00005016300
LOC127063010,ENSVVLG00005003730
LOC127063011,ENSVVLG00005014738
LOC127063012,ENSVVLG00005003814
LOC127063014,ENSVVLG00005000186
LOC127063015,ENSVVLG00005016136
LOC127063016,ENSVVLG00005001062
LOC127063017,ENSVVLG00005015184
LOC127063018,ENSVVLG00005014683
LOC127063019,ENSVVLG00005004686
LOC127063020,ENSVVLG00005002202
LOC127063021,ENSVVLG00005000064
LOC127063023,ENSVVLG00005000655
LOC127063027,ENSVVLG00005015636
LOC127063028,ENSVVLG00005015093
LOC127063030,ENSVVLG00005015527
LOC127063031,ENSVVLG00005002121
LOC127063033,ENSVVLG00005000043
LOC127063034,ENSVVLG00005004346
LOC127063035,ENSVVLG00005015068
LOC127063036,ENSVVLG00005003591
LOC127063037,ENSVVLG00005003510
LOC127063039,ENSVVLG00005001340
LOC127063040,ENSVVLG00005002592
LOC127063041,ENSVVLG00005001283
LOC127063043,ENSVVLG00005000349
LOC127063044,ENSVVLG00005014872
LOC127063045,ENSVVLG00005016324
LOC127063046,ENSVVLG00005014722
LOC127063047,ENSVVLG00005001513
LOC127063048,ENSVVLG00005005308
LOC127063049,ENSVVLG00005003113
LOC127063050,ENSVVLG00005015540
LOC127063051,ENSVVLG00005015318
LOC127063052,ENSVVLG00005000800
LOC127063054,ENSVVLG00005001163
LOC127063055,ENSVVLG00005000675
LOC127063056,ENSVVLG00005005117
LOC127063057,ENSVVLG00005002097
LOC127063058,ENSVVLG00005000355
LOC127063059,ENSVVLG00005014956
LOC127063060,ENSVVLG00005015740
LOC127063061,ENSVVLG00005003259
LOC127063062,ENSVVLG00005000902
LOC127063064,ENSVVLG00005003772
LOC127063065,ENSVVLG00005014688
LOC127063066,ENSVVLG00005000864
LOC127063067,ENSVVLG00005014922
LOC127063068,ENSVVLG00005004925
LOC127063069,ENSVVLG00005001833
LOC127063070,ENSVVLG00005002977
LOC127063071,ENSVVLG00005000600
LOC127063072,ENSVVLG00005000778
LOC127063074,ENSVVLG00005004637
LOC127063075,ENSVVLG00005001089
LOC127063077,ENSVVLG00005000835
LOC127063078,ENSVVLG00005014910
LOC127063079,ENSVVLG00005004352
LOC127063081,ENSVVLG00005004830
LOC127063082,ENSVVLG00005000016
LOC127063084,ENSVVLG00005000366
LOC127063086,ENSVVLG00005005444
LOC127063087,ENSVVLG00005001170
LOC127063089,ENSVVLG00005000416
LOC127063091,ENSVVLG00005003249
LOC127063092,ENSVVLG00005015027
LOC127063093,ENSVVLG00005015314
LOC127063094,ENSVVLG00005000060
LOC127063097,ENSVVLG00005016166
LOC127063098,ENSVVLG00005000817
LOC127063100,ENSVVLG00005000284
LOC127063101,ENSVVLG00005014636
LOC127063102,ENSVVLG00005015564
LOC127063103,ENSVVLG00005000665
LOC127063106,ENSVVLG00005000090
LOC127063107,ENSVVLG00005002258
LOC127063108,ENSVVLG00005001299
LOC127063110,ENSVVLG00005005150
LOC127063111,ENSVVLG00005004065
LOC127063112,ENSVVLG00005000937
LOC127063113,ENSVVLG00005016334
LOC127063114,ENSVVLG00005004399
LOC127063115,ENSVVLG00005015309
LOC127063116,ENSVVLG00005015603
LOC127063117,ENSVVLG00005003860
LOC127063118,ENSVVLG00005004276
LOC127063119,ENSVVLG00005014783
LOC127063120,ENSVVLG00005015624
LOC127063121,ENSVVLG00005004070
LOC127063122,ENSVVLG00005000568
LOC127063123,ENSVVLG00005016302
LOC127063125,ENSVVLG00005004369
LOC127063126,ENSVVLG00005001622
LOC127063128,ENSVVLG00005003376
LOC127063136,ENSVVLG00005015145
LOC127063137,ENSVVLG00005002462
LOC127063138,ENSVVLG00005015079
LOC127063139,ENSVVLG00005002285
LOC127063140,ENSVVLG00005014855
LOC127063141,ENSVVLG00005002309
LOC127063142,ENSVVLG00005014793
LOC127063143,ENSVVLG00005000164
LOC127063144,ENSVVLG00005000133
LOC127063145,ENSVVLG00005001740
LOC127063146,ENSVVLG00005003171
LOC127063147,ENSVVLG00005001349
LOC127063152,ENSVVLG00005015780
LOC127063153,ENSVVLG00005000303
LOC127063154,ENSVVLG00005002925
LOC127063156,ENSVVLG00005003946
LOC127063157,ENSVVLG00005000473
LOC127063160,ENSVVLG00005001491
LOC127063161,ENSVVLG00005002584
LOC127063162,ENSVVLG00005014935
LOC127063163,ENSVVLG00005014898
LOC127063164,ENSVVLG00005000447
LOC127063165,ENSVVLG00005001296
LOC127063166,ENSVVLG00005000837
LOC127063168,ENSVVLG00005004561
LOC127063169,ENSVVLG00005000261
LOC127063174,ENSVVLG00005003058
LOC127063175,ENSVVLG00005000406
LOC127063176,ENSVVLG00005000173
LOC127063178,ENSVVLG00005015551
LOC127063179,ENSVVLG00005015472
LOC127063180,ENSVVLG00005005102
LOC127063181,ENSVVLG00005014990
LOC127063182,ENSVVLG00005000077
LOC127063183,ENSVVLG00005000103
LOC127063186,ENSVVLG00005002520
LOC127063190,ENSVVLG00005014711
LOC127063191,ENSVVLG00005003868
LOC127063193,ENSVVLG00005015831
LOC127063194,ENSVVLG00005015171
LOC127063195,ENSVVLG00005001223
LOC127063196,ENSVVLG00005000099
LOC127063197,ENSVVLG00005001434
LOC127063198,ENSVVLG00005015468
LOC127063199,ENSVVLG00005014821
LOC127063200,ENSVVLG00005000409
LOC127063201,ENSVVLG00005016352
LOC127063208,ENSVVLG00005004097
LOC127063215,ENSVVLG00005015485
LOC127063220,ENSVVLG00005015846
LOC127063221,ENSVVLG00005001192
LOC127063222,ENSVVLG00005015106
LOC127063223,ENSVVLG00005015355
LOC127063225,ENSVVLG00005003755
LOC127063226,ENSVVLG00005003566
LOC127063227,ENSVVLG00005005213
LOC127063228,ENSVVLG00005000872
LOC127063236,ENSVVLG00005015581
LOC127063237,ENSVVLG00005000457
LOC127063238,ENSVVLG00005002712
LOC127063239,ENSVVLG00005015499
LOC127063241,ENSVVLG00005000728
LOC127063243,ENSVVLG00005002901
LOC127063244,ENSVVLG00005000268
LOC127063245,ENSVVLG00005014915
LOC127063246,ENSVVLG00005015155
LOC127063247,ENSVVLG00005002129
LOC127063248,ENSVVLG00005000207
LOC127063249,ENSVVLG00005002619
LOC127063252,ENSVVLG00005001248
LOC127063253,ENSVVLG00005014884
LOC127063256,ENSVVLG00005015884
LOC127063257,ENSVVLG00005000622
LOC127063258,ENSVVLG00005001687
LOC127063259,ENSVVLG00005005241
LOC127063260,ENSVVLG00005004308
LOC127063261,ENSVVLG00005004842
