gene_vv,symbol_vv,description_vv,genetype_vv,ntranscripts_vv,chromosome_vv,accession_vv,start_vv,stop_vv
LOC127062392,Clc,clathrin light chain,PROTEIN_CODING,8,3,NC_066588.1,11210204,11212956
LOC127062396,UHRF1,ubiquitin-like with PHD and ring finger domains 1,PROTEIN_CODING,1,1,NC_066586.1,15946442,15950500
LOC127062413,shop,shopper,PROTEIN_CODING,4,3,NC_066588.1,4751637,4754900
LOC127062414,Stam,signal transducing adaptor molecule,PROTEIN_CODING,3,1,NC_066586.1,15904622,15909680
LOC127062416,ProRS-m,"prolyl-tRNA synthetase 2-like protein, mitochondrial",PROTEIN_CODING,3,3,NC_066588.1,4754904,4756872
LOC127062426,Vps28,vacuolar protein sorting 28,PROTEIN_CODING,3,1,NC_066586.1,7899648,7904007
LOC127062431,AIF,Apoptosis inducing factor,PROTEIN_CODING,2,3,NC_066588.1,3265831,3270288
LOC127062434,Arr1,arrestin 1,PROTEIN_CODING,1,3,NC_066588.1,3442896,3445082
LOC127062438,Doa,Darkener of apricot,PROTEIN_CODING,4,3,NC_066588.1,5011385,5025405
LOC127062441,Men,Malic enzyme,PROTEIN_CODING,2,3,NC_066588.1,4997907,5011398
LOC127062442,SecS,Sec synthetase,PROTEIN_CODING,2,3,NC_066588.1,5067141,5074383
LOC127062448,Srp19,signal recognition particle 19,PROTEIN_CODING,2,3,NC_066588.1,4994923,4998602
LOC127062452,sli,slit guidance ligand,PROTEIN_CODING,3,3,NC_066588.1,6749301,7057029
LOC127062476,CUTA,cutA divalent cation tolerance homolog,PROTEIN_CODING,1,1,NC_066586.1,15945308,15946439
LOC127062482,Cisd2,CDGSH iron sulfur domain 2,PROTEIN_CODING,3,3,NC_066588.1,4738287,4740014
LOC127062483,para,sodium voltage-gated channel paralytic,PROTEIN_CODING,22,3,NC_066588.1,5324787,5382144
LOC127062493,spel1,DNA mismatch repair protein spel1,PROTEIN_CODING,3,3,NC_066588.1,996795,1008544
LOC127062498,Uba4,Ubiquitin-like activating enzyme 4,PROTEIN_CODING,1,3,NC_066588.1,987433,989438
LOC127062499,Rpt4,Regulatory particle triple-A ATPase 4,PROTEIN_CODING,1,3,NC_066588.1,1010326,1012425
LOC127062500,wuho,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho,PROTEIN_CODING,1,3,NC_066588.1,1008674,1010420
LOC127062501,Galt,Galactose-1-phosphate uridylyltransferase,PROTEIN_CODING,1,3,NC_066588.1,985093,987458
LOC127062503,Rab39,RAS oncogene family member Rab39,PROTEIN_CODING,1,3,NC_066588.1,989630,992715
LOC127062505,Abl,tyrosine-protein kinase Abl,PROTEIN_CODING,3,3,NC_066588.1,5278370,5288948
LOC127062516,wde,windei,PROTEIN_CODING,4,3,NC_066588.1,1525984,1535214
LOC127062520,RIOK1,RIO kinase 1,PROTEIN_CODING,1,3,NC_066588.1,1521926,1524172
LOC127062523,Mettl4,Methyltransferase like 4,PROTEIN_CODING,1,3,NC_066588.1,1507415,1509380
LOC127062531,ACC,acetyl-CoA carboxylase,PROTEIN_CODING,11,3,NC_066588.1,9076093,9097107
LOC127062532,CdGAPr,GTPase-activating protein CdGAPr,PROTEIN_CODING,12,3,NC_066588.1,9039874,9080613
LOC127062540,Zn72D,Zinc-finger protein 72D,PROTEIN_CODING,3,3,NC_066588.1,2734116,2745187
LOC127062543,betaggt-I,geranylgeranyl transferase type-1 subunit beta,PROTEIN_CODING,3,3,NC_066588.1,2746039,2747969
LOC127062545,sigmar,Tumor necrosis factor alpha-induced protein 8-like protein sigmar,PROTEIN_CODING,5,3,NC_066588.1,2748404,2759875
LOC127062546,atl,atlastin GTPase,PROTEIN_CODING,6,1,NC_066586.1,7173345,7188528
LOC127062568,sfl,N-deacetylase and N-sulfotransferase sfl,PROTEIN_CODING,6,3,NC_066588.1,2053826,2331924
LOC127062570,babo,TGF-beta receptor type-1 babo,PROTEIN_CODING,6,1,NC_066586.1,7139146,7163196
LOC127062581,Nup188,nuclear pore complex protein Nup188,PROTEIN_CODING,2,3,NC_066588.1,8097003,8104533
LOC127062586,IP3K2,"Inositol 1,4,5-triphosphate kinase 2",PROTEIN_CODING,4,3,NC_066588.1,8131388,8135341
LOC127062593,Usp47,ubiquitin specific protease 47,PROTEIN_CODING,2,3,NC_066588.1,5106028,5117196
LOC127062594,Oseg1,intraflagellar transport protein Oseg1,PROTEIN_CODING,1,3,NC_066588.1,5089198,5094509
LOC127062595,sgl,UDP-glucose 6-dehydrogenase sgl,PROTEIN_CODING,1,1,NC_066586.1,7163443,7167678
LOC127062596,msk,importin-7 msk,PROTEIN_CODING,2,3,NC_066588.1,5097189,5105688
LOC127062599,Su(P),prostaglandin E synthase Su(P),PROTEIN_CODING,1,3,NC_066588.1,5084762,5086766
LOC127062602,Nelf-E,negative elongation factor E,PROTEIN_CODING,1,3,NC_066588.1,5117049,5118933
LOC127062606,SERCA,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting SERCA,PROTEIN_CODING,7,3,NC_066588.1,8494411,8530537
LOC127062609,pnut,septin 7-like protein pnut,PROTEIN_CODING,15,3,NC_066588.1,3931521,3984857
LOC127062613,Got1,Glutamate oxaloacetate transaminase 1,PROTEIN_CODING,1,3,NC_066588.1,4054793,4058445
LOC127062614,mRpL12,mitochondrial ribosomal protein L12,PROTEIN_CODING,1,3,NC_066588.1,4125079,4126075
LOC127062620,Pex3,peroxin 3,PROTEIN_CODING,3,3,NC_066588.1,939394,941817
LOC127062621,Membrin,Golgi SNAP receptor complex member 2,PROTEIN_CODING,2,3,NC_066588.1,885107,886465
LOC127062632,Ino80,chromatin-remodeling ATPase INO80,PROTEIN_CODING,6,3,NC_066588.1,8246784,8259032
LOC127062636,cib,thymosin beta cib,PROTEIN_CODING,2,3,NC_066588.1,8272116,8280659
LOC127062642,RIOK2,RIO kinase 2,PROTEIN_CODING,1,3,NC_066588.1,8880630,8882870
LOC127062649,Pxn,Peroxidasin,PROTEIN_CODING,1,3,NC_066588.1,5177669,5184715
LOC127062657,mTerf3,mitochondrial transcription termination factor 3,PROTEIN_CODING,2,3,NC_066588.1,12677767,12679340
LOC127062663,Vps13D,vacuolar protein sorting 13D,PROTEIN_CODING,2,3,NC_066588.1,2497868,2513831
LOC127062667,ifc,delta4-sphingolipid-FADS-like protein ifc,PROTEIN_CODING,1,3,NC_066588.1,2518629,2522945
LOC127062670,slv,saliva,PROTEIN_CODING,3,3,NC_066588.1,2495561,2497501
LOC127062673,Psi,P-element somatic inhibitor,PROTEIN_CODING,4,3,NC_066588.1,11181362,11188012
LOC127062674,Nnp-1,Ribosomal RNA processing protein 1 homolog Nnp-1,PROTEIN_CODING,1,3,NC_066588.1,11194494,11197380
LOC127062683,Gas8,Growth arrest specific protein 8,PROTEIN_CODING,1,3,NC_066588.1,3797563,3802255
LOC127062686,fbl,pantothenate kinase 3 fbl,PROTEIN_CODING,5,3,NC_066588.1,3802699,3807778
LOC127062691,beta-Spec,spectrin beta chain,PROTEIN_CODING,7,3,NC_066588.1,314122,337745
LOC127062698,Cmtr1,Cap methyltransferase 1,PROTEIN_CODING,1,3,NC_066588.1,399385,404654
LOC127062701,oxt,Xylosyltransferase oxt,PROTEIN_CODING,1,3,NC_066588.1,414635,418290
LOC127062702,Vps39,vacuolar protein sorting 39,PROTEIN_CODING,1,3,NC_066588.1,308687,313822
LOC127062703,Cdc27,cell division cycle protein 27,PROTEIN_CODING,4,3,NC_066588.1,382340,387958
LOC127062706,mnb,minibrain,PROTEIN_CODING,5,3,NC_066588.1,634894,684455
LOC127062707,black,glutamate decarboxylase-like protein black,PROTEIN_CODING,1,1,NC_066586.1,16168264,16172417
LOC127062708,Pms2,mismatch repair endonuclease PMS2,PROTEIN_CODING,2,3,NC_066588.1,864692,867670
LOC127062710,cin,Molybdenum cofactor synthesis protein cinnamon,PROTEIN_CODING,2,3,NC_066588.1,689380,692600
LOC127062715,Snmp1,sensory neuron membrane protein 1,PROTEIN_CODING,3,3,NC_066588.1,360999,365021
LOC127062719,eIF3e,eukaryotic translation initiation factor 3 subunit E,PROTEIN_CODING,2,3,NC_066588.1,393692,396608
LOC127062729,moody,G-protein coupled receptor moody,PROTEIN_CODING,3,3,NC_066588.1,374801,379069
LOC127062742,Prosalpha7,proteasome alpha7 subunit,PROTEIN_CODING,1,3,NC_066588.1,575919,577200
LOC127062754,lin-52,DREAM core complex component lin-52,PROTEIN_CODING,3,3,NC_066588.1,621765,622771
LOC127062764,Sos,Son of sevenless,PROTEIN_CODING,8,3,NC_066588.1,2861807,2870913
LOC127062775,Rpn2,Regulatory particle non-ATPase 2,PROTEIN_CODING,2,3,NC_066588.1,2386930,2443206
LOC127062776,5-HT2B,5-hydroxytryptamine receptor 2B,PROTEIN_CODING,7,3,NC_066588.1,2420359,2486820
LOC127062779,Top1,topoisomerase 1,PROTEIN_CODING,1,3,NC_066588.1,8349523,8357326
LOC127062780,mxt,Eukaryotic translation initiation factor mextil,PROTEIN_CODING,8,3,NC_066588.1,8358915,8369107
LOC127062782,Rnmt,RNA guanine-7 methyltransferase,PROTEIN_CODING,1,3,NC_066588.1,8346749,8348953
LOC127062790,RpII18,RNA polymerase II subunit RpII18,PROTEIN_CODING,1,1,NC_066586.1,16181789,16182772
LOC127062792,RpS3A,ribosomal protein S3A,PROTEIN_CODING,1,3,NC_066588.1,8970618,8972765
LOC127062813,Ac3,Adenylate cyclase 3,PROTEIN_CODING,1,3,NC_066588.1,8437446,8446054
LOC127062824,sima,similar,PROTEIN_CODING,2,3,NC_066588.1,6424096,6462302
LOC127062825,LeuRS,Leucyl-tRNA synthetase,PROTEIN_CODING,1,3,NC_066588.1,5615935,5621270
LOC127062830,ArgRS,arginine--tRNA ligase-like protein,PROTEIN_CODING,1,3,NC_066588.1,5621403,5624941
LOC127062831,Hlc,putative ATP-dependent RNA helicase DDX56,PROTEIN_CODING,2,3,NC_066588.1,6488263,6491318
LOC127062834,Su(fu),suppressor of fused,PROTEIN_CODING,1,3,NC_066588.1,6568388,6573480
LOC127062842,Pomp,proteasome maturation protein,PROTEIN_CODING,2,3,NC_066588.1,5612323,5614129
LOC127062848,DCAF12,DDB1 and CUL4 associated factor 12-like protein,PROTEIN_CODING,4,3,NC_066588.1,2765320,2769598
LOC127062850,Dcr-2,Endoribonuclease Dcr-2,PROTEIN_CODING,2,3,NC_066588.1,1482853,1492609
LOC127062854,Nacalpha,nascent polypeptide associated complex protein alpha subunit,PROTEIN_CODING,3,3,NC_066588.1,1469893,1472237
LOC127062858,Hacl,2-hydroxyacyl-CoA lyase,PROTEIN_CODING,1,3,NC_066588.1,8173364,8177540
LOC127062860,Ate1,arginyltransferase 1,PROTEIN_CODING,2,3,NC_066588.1,8161041,8165400
LOC127062868,NSD,Nuclear receptor binding SET domain protein,PROTEIN_CODING,2,3,NC_066588.1,2878173,2884938
LOC127062881,Mvd,mevalonate diphosphate decarboxylase,PROTEIN_CODING,2,3,NC_066588.1,5214949,5217378
LOC127062882,Cpsf5,cleavage and polyadenylation specificity factor subunit 5,PROTEIN_CODING,1,3,NC_066588.1,5210429,5214702
LOC127062885,Delta,neurogenic locus protein delta-like,PROTEIN_CODING,2,3,NC_066588.1,8193535,8221222
LOC127062903,GC,gamma-glutamyl carboxylase,PROTEIN_CODING,5,4,NC_066589.1,624134,628104
LOC127062911,na,sodium leak channel non-selective protein na,PROTEIN_CODING,6,4,NC_066589.1,7083848,7093630
LOC127062912,Mcm3,minichromosome maintenance 3,PROTEIN_CODING,1,4,NC_066589.1,7079828,7083835
LOC127062916,Chrac-14,DNA polymerase epsilon subunit 3 Chrac-14,PROTEIN_CODING,1,4,NC_066589.1,3256510,3257502
LOC127062919,trpl,transient receptor potential-like,PROTEIN_CODING,2,4,NC_066589.1,2717676,2723610
LOC127062927,Vps35,Vacuolar protein sorting 35,PROTEIN_CODING,2,4,NC_066589.1,947900,952584
LOC127062928,Snx27,sorting nexin 27,PROTEIN_CODING,2,1,NC_066586.1,6328549,6343079
LOC127062937,Acox3,Acyl-CoA oxidase 3,PROTEIN_CODING,6,4,NC_066589.1,9736979,9744146
LOC127062938,Hsc70-4,heat shock protein cognate 4,PROTEIN_CODING,1,4,NC_066589.1,9727489,9730081
LOC127062941,Rep,Rab escort protein,PROTEIN_CODING,1,4,NC_066589.1,9716905,9721932
LOC127062948,Gint3,GDI interacting protein 3,PROTEIN_CODING,2,4,NC_066589.1,9834418,9837034
LOC127062952,Trp1,translocation protein 1,PROTEIN_CODING,2,4,NC_066589.1,9822095,9825568
LOC127062961,mRpL18,mitochondrial ribosomal protein L18,PROTEIN_CODING,1,4,NC_066589.1,9864839,9865967
LOC127062967,Chrac-16,chromatin accessibility complex protein 1,PROTEIN_CODING,1,4,NC_066589.1,5512622,5513738
LOC127062968,Muted,biogenesis of lysosome-related organelles complex 1 subunit 5,PROTEIN_CODING,1,4,NC_066589.1,5510306,5511332
LOC127062969,Cad74A,cadherin-74A,PROTEIN_CODING,2,4,NC_066589.1,656874,668637
LOC127062971,pit,pitchoune,PROTEIN_CODING,1,4,NC_066589.1,7509075,7514021
LOC127062977,ndl,serine protease nudel,PROTEIN_CODING,1,4,NC_066589.1,2850581,2858932
LOC127062981,zfh2,Zn finger homeodomain 2,PROTEIN_CODING,14,4,NC_066589.1,8513127,8812562
LOC127062983,Cdk12,Cyclin-dependent kinase 12,PROTEIN_CODING,5,4,NC_066589.1,9073359,9085583
LOC127062985,Wdr33,WD repeat domain 33,PROTEIN_CODING,1,4,NC_066589.1,9086368,9094781
LOC127062986,IA-2,tyrosine phosphatase IA-2,PROTEIN_CODING,1,4,NC_066589.1,9059261,9069936
LOC127062990,Vps45,vacuolar protein sorting 45,PROTEIN_CODING,1,4,NC_066589.1,9055009,9058052
LOC127062999,Ork1,open rectifier K[+] channel 1,PROTEIN_CODING,7,4,NC_066589.1,4504380,4519111
LOC127063002,HisRS,histidine--tRNA ligase,PROTEIN_CODING,3,4,NC_066589.1,4518844,4523434
LOC127063004,HemK1,HemK methyltransferase 1,PROTEIN_CODING,2,4,NC_066589.1,4616324,4619003
LOC127063005,Mdh2,malate dehydrogenase 2,PROTEIN_CODING,2,4,NC_066589.1,4549566,4551859
LOC127063012,eIF5B,eukaryotic translation initiation factor 5B,PROTEIN_CODING,1,4,NC_066589.1,8244782,8277480
LOC127063016,FoxK,forkhead box K,PROTEIN_CODING,5,4,NC_066589.1,8367101,8375119
LOC127063023,hoip,NHP2-like protein 1 hoip,PROTEIN_CODING,2,4,NC_066589.1,8361274,8365069
LOC127063032,Ppa,Partner of paired,PROTEIN_CODING,1,4,NC_066589.1,9361077,9374445
LOC127063036,Trmt61,tRNA methyltransferase 61,PROTEIN_CODING,2,4,NC_066589.1,9289600,9295508
LOC127063037,Sf3a2,splicing factor 3A subunit 2,PROTEIN_CODING,1,4,NC_066589.1,9379635,9381239
LOC127063039,RpL27A,ribosomal protein L27A,PROTEIN_CODING,1,4,NC_066589.1,9378698,9380090
LOC127063042,Nos,Nitric oxide synthase,PROTEIN_CODING,3,4,NC_066589.1,67978,74335
LOC127063046,p115,general vesicular transport factor p115,PROTEIN_CODING,2,4,NC_066589.1,77397,85994
LOC127063047,Etl1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",PROTEIN_CODING,2,4,NC_066589.1,61158,67603
LOC127063048,Dl,dorsal protein,PROTEIN_CODING,12,4,NC_066589.1,558743,570535
LOC127063052,GAA1,glycosylphosphatidylinositol anchor attachment 1,PROTEIN_CODING,1,4,NC_066589.1,78950,81780
LOC127063056,Gk1,Glycerol kinase 1,PROTEIN_CODING,2,4,NC_066589.1,97178,100707
LOC127063058,Ost48,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit Ost48,PROTEIN_CODING,1,4,NC_066589.1,104137,106257
LOC127063059,TrpRS,Tryptophanyl-tRNA synthetase,PROTEIN_CODING,1,4,NC_066589.1,108441,110366
LOC127063060,Syx16,syntaxin 16,PROTEIN_CODING,1,4,NC_066589.1,613061,614867
LOC127063062,SdhB,"Succinate dehydrogenase, subunit B (iron-sulfur)",PROTEIN_CODING,1,4,NC_066589.1,74422,76334
LOC127063064,CCDC53,Coiled-coil domain containing 53,PROTEIN_CODING,2,4,NC_066589.1,546423,547569
LOC127063069,RpL36A,ribosomal protein L36A,PROTEIN_CODING,2,4,NC_066589.1,547557,549472
LOC127063070,bcn92,LYR motif-containing protein bcn92,PROTEIN_CODING,1,4,NC_066589.1,615218,616193
LOC127063075,Mvl,Malvolio,PROTEIN_CODING,1,4,NC_066589.1,4708503,4717575
LOC127063078,Dp,transcription factor Dp,PROTEIN_CODING,6,4,NC_066589.1,4696096,4700732
LOC127063087,ave,Protein aveugle,PROTEIN_CODING,1,1,NC_066586.1,19567760,19568544
LOC127063089,Task6,TWIK-related acid-sensitive K[+] channel 6,PROTEIN_CODING,5,4,NC_066589.1,4807327,4864906
LOC127063097,Crag,DENN domain-containing protein Crag,PROTEIN_CODING,7,4,NC_066589.1,5698475,5711956
LOC127063098,AlaRS,"alanine--tRNA ligase, cytoplasmic",PROTEIN_CODING,2,4,NC_066589.1,5667839,5673053
LOC127063100,Oatp74D,Organic anion transporting polypeptide 74D,PROTEIN_CODING,16,4,NC_066589.1,5521480,5612941
LOC127063102,Fbw5,F-box and WD repeat domain containing 5,PROTEIN_CODING,3,4,NC_066589.1,5657314,5662459
LOC127063103,AspRS-m,"aspartyl-tRNA synthetase, mitochondrial",PROTEIN_CODING,2,4,NC_066589.1,5695191,5698334
LOC127063107,CCT7,chaperonin containing TCP1 subunit 7,PROTEIN_CODING,1,4,NC_066589.1,5653689,5657017
LOC127063112,eEF1delta,elongation factor 1-delta,PROTEIN_CODING,4,4,NC_066589.1,5514078,5520625
LOC127063115,Wdr82,WD repeat domain 82,PROTEIN_CODING,7,4,NC_066589.1,5688507,5696918
LOC127063117,DCP2,decapping protein 2,PROTEIN_CODING,1,1,NC_066586.1,6423016,6425248
LOC127063118,subdued,anoctamin 1,PROTEIN_CODING,5,1,NC_066586.1,6807535,6812566
LOC127063121,Ho,heme oxygenase,PROTEIN_CODING,2,1,NC_066586.1,6420808,6422861
LOC127063125,Ak1,Adenylate kinase 1,PROTEIN_CODING,3,4,NC_066589.1,5649320,5652640
LOC127063128,mRpL14,mitochondrial ribosomal protein L14,PROTEIN_CODING,4,4,NC_066589.1,5727998,5728928
LOC127063137,Pmvk,Phosphomevalonate kinase,PROTEIN_CODING,2,1,NC_066586.1,6425541,6426796
LOC127063141,dmrt99B,doublesex-Mab related 99B,PROTEIN_CODING,2,4,NC_066589.1,2928733,2964365
LOC127063143,AstA-R1,allatostatin A receptor 1,PROTEIN_CODING,3,4,NC_066589.1,3124316,3167853
LOC127063155,mib1,mind bomb 1,PROTEIN_CODING,2,4,NC_066589.1,7588188,8002954
LOC127063156,Bre1,E3 ubiquitin-protein ligase Bre1,PROTEIN_CODING,3,4,NC_066589.1,7542178,7547724
LOC127063159,RpL29,ribosomal protein L29,PROTEIN_CODING,1,1,NC_066586.1,6426866,6427718
LOC127063161,Tektin-A,Tektin A,PROTEIN_CODING,1,4,NC_066589.1,8013763,8017226
LOC127063165,Tektin-C,Tektin C,PROTEIN_CODING,1,4,NC_066589.1,7539647,7541961
LOC127063171,Ndufb2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa",PROTEIN_CODING,1,4,NC_066589.1,8009129,8011221
LOC127063178,nAChRa3,nicotinic acetylcholine receptor alpha3 subunit,PROTEIN_CODING,8,4,NC_066589.1,1958591,2052411
LOC127063179,Atac3,Ada2a-containing complex component 3,PROTEIN_CODING,2,4,NC_066589.1,1950629,1954807
LOC127063180,Jarid2,"Jumonji, AT rich interactive domain 2",PROTEIN_CODING,6,1,NC_066586.1,16628989,16640060
LOC127063200,lolal,lola like,PROTEIN_CODING,3,4,NC_066589.1,1693388,1697211
LOC127063204,rho-5,rhomboid-5,PROTEIN_CODING,8,1,NC_066586.1,16651890,16869354
LOC127063216,nan,transient receptor potential cation channel subfamily V member nanchung,PROTEIN_CODING,1,4,NC_066589.1,7404776,7411321
LOC127063219,sty,sprouty,PROTEIN_CODING,1,4,NC_066589.1,8211080,8241402
LOC127063224,Dgkepsilon,diacylglycerol kinase epsilon-like,PROTEIN_CODING,3,4,NC_066589.1,2599238,2602878
LOC127063225,Mul1,mitochondrial E3 ubiquitin protein ligase 1-like,PROTEIN_CODING,2,4,NC_066589.1,2596387,2599083
LOC127063229,Dhc16F,Dynein heavy chain at 16F,PROTEIN_CODING,1,4,NC_066589.1,2604326,2622985
LOC127063231,rnh1,ribonuclease H1,PROTEIN_CODING,1,4,NC_066589.1,9735890,9736559
LOC127063236,vtd,RAD21 cohesin complex component verthandi,PROTEIN_CODING,1,4,NC_066589.1,5305498,5311590
LOC127063241,dor,vacuolar protein sorting-associated protein 18 dor,PROTEIN_CODING,2,1,NC_066586.1,16881033,16886123
LOC127063242,kar,monocarboxylate transporter 10-like protein kar,PROTEIN_CODING,10,4,NC_066589.1,5314947,5324889
LOC127063244,CCT1,chaperonin containing TCP1 subunit 1,PROTEIN_CODING,1,4,NC_066589.1,5311724,5314518
LOC127063250,e(y)2,enhancer of yellow 2,PROTEIN_CODING,1,4,NC_066589.1,5330676,5331407
LOC127063253,eIF3b,eukaryotic translation initiation factor 3 subunit B,PROTEIN_CODING,1,1,NC_066586.1,16644195,16647779
LOC127063256,Ns3,nucleostemin 3,PROTEIN_CODING,1,4,NC_066589.1,9193513,9196914
LOC127063257,Miga,mitoguardin,PROTEIN_CODING,1,4,NC_066589.1,9113715,9145219
LOC127063259,Sod2,superoxide dismutase 2,PROTEIN_CODING,1,4,NC_066589.1,9151137,9152916
LOC127063261,Ssu72,Ssu72 CTD phosphatase,PROTEIN_CODING,2,4,NC_066589.1,9196356,9198049
LOC127063263,Arpc5,"Actin-related protein 2/3 complex, subunit 5",PROTEIN_CODING,1,4,NC_066589.1,9147343,9148443
LOC127063271,UQCR-C1,Ubiquinol-cytochrome c reductase core protein 1,PROTEIN_CODING,1,4,NC_066589.1,4374524,4376830
LOC127063277,Glg1,golgi glycoprotein 1,PROTEIN_CODING,1,4,NC_066589.1,7313813,7319083
LOC127063280,papi,tudor and KH domain containing protein papi,PROTEIN_CODING,1,4,NC_066589.1,7345312,7355058
LOC127063288,hzg,herzog,PROTEIN_CODING,2,4,NC_066589.1,7301587,7312774
LOC127063292,Mcm7,minichromosome maintenance 7,PROTEIN_CODING,1,4,NC_066589.1,7292232,7296263
LOC127063293,dally,division abnormally delayed protein,PROTEIN_CODING,1,4,NC_066589.1,7185276,7292846
LOC127063297,Ipk2,Inositol phosphate kinase 2,PROTEIN_CODING,2,4,NC_066589.1,7177738,7183179
LOC127063302,Urod,uroporphyrinogen decarboxylase,PROTEIN_CODING,2,4,NC_066589.1,7167899,7169696
LOC127063306,RpL38,ribosomal protein L38,PROTEIN_CODING,2,4,NC_066589.1,7166688,7237373
LOC127063307,Tfb5,transcription factor B5,PROTEIN_CODING,1,4,NC_066589.1,7176192,7176668
LOC127063308,morula,anaphase promoting complex subunit morula,PROTEIN_CODING,2,4,NC_066589.1,7437355,7440555
LOC127063313,RpL15,ribosomal protein L15,PROTEIN_CODING,2,4,NC_066589.1,7433898,7435894
LOC127063314,Arpc3A,"Actin-related protein 2/3 complex, subunit 3A",PROTEIN_CODING,2,4,NC_066589.1,7436078,7437283
LOC127063315,Polr3E,RNA polymerase III subunit E,PROTEIN_CODING,2,1,NC_066586.1,16886180,16890343
LOC127063317,AlaRS-m,"alanine--tRNA ligase, mitochondrial",PROTEIN_CODING,1,4,NC_066589.1,4199285,4204527
LOC127063318,Ire1,serine/threonine-protein kinase/endoribonuclease Ire1,PROTEIN_CODING,1,4,NC_066589.1,4189926,4196585
LOC127063320,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1",PROTEIN_CODING,11,4,NC_066589.1,4196513,4199971
LOC127063322,Dfd,Deformed,PROTEIN_CODING,1,4,NC_066589.1,6752521,6762839
LOC127063326,Scr,Sex combs reduced,PROTEIN_CODING,1,4,NC_066589.1,6682678,6707125
LOC127063329,Ubx,ultrabithorax,PROTEIN_CODING,2,4,NC_066589.1,6265149,6389728
LOC127063336,Prp40,pre-mRNA processing factor 40,PROTEIN_CODING,4,4,NC_066589.1,9658899,9662835
LOC127063337,P5CDh1,delta-1-Pyrroline-5-carboxylate dehydrogenase 1,PROTEIN_CODING,1,4,NC_066589.1,9651386,9657897
LOC127063347,Usp7,Ubiquitin-specific protease 7,PROTEIN_CODING,5,4,NC_066589.1,8423936,8435663
LOC127063350,Shmt,serine hydroxymethyl transferase,PROTEIN_CODING,3,4,NC_066589.1,8439956,8443809
LOC127063352,holn1,CD2 antigen cytoplasmic tail-binding protein 2 homolog holn1,PROTEIN_CODING,5,1,NC_066586.1,16914394,16916523
LOC127063355,Atg12,Autophagy-related 12,PROTEIN_CODING,5,4,NC_066589.1,8415596,8419597
LOC127063356,sw,short wing,PROTEIN_CODING,30,4,NC_066589.1,3576834,3589384
LOC127063359,NaPi-T,Na[+]-dependent inorganic phosphate cotransporter,PROTEIN_CODING,1,4,NC_066589.1,3562172,3567090
LOC127063370,UGP,UDP-glucose pyrophosphorylase,PROTEIN_CODING,2,4,NC_066589.1,4220708,4228033
LOC127063371,Sting,sting,PROTEIN_CODING,1,4,NC_066589.1,4242927,4244621
