gene_pd,symbol_pd,description_pd,genetype_pd,ntranscripts_pd
LOC107065121,AcCoAS,acetyl coenzyme A synthase,PROTEIN_CODING,1
LOC107065129,cib,thymosin beta cib,PROTEIN_CODING,2
LOC107065130,Nup188,nuclear pore complex protein Nup188,PROTEIN_CODING,1
LOC107065138,okr,DNA repair and recombination protein RAD54-like okr,PROTEIN_CODING,1
LOC107065139,su(sable),suppressor of sable,PROTEIN_CODING,9
LOC107065141,sli,slit guidance ligand,PROTEIN_CODING,3
LOC107065142,Cad96Ca,tyrosine kinase receptor Cad96Ca,PROTEIN_CODING,1
LOC107065145,Ino80,chromatin-remodeling ATPase INO80,PROTEIN_CODING,9
LOC107065151,Taf8,TBP-associated factor 8,PROTEIN_CODING,2
LOC107065155,Src64B,Tyrosine-protein kinase Src64B,PROTEIN_CODING,3
LOC107065157,Hacl,2-hydroxyacyl-CoA lyase,PROTEIN_CODING,3
LOC107065160,Ac3,adenylate cyclase 3,PROTEIN_CODING,1
LOC107065161,Cyt-c1,Cytochrome c1,PROTEIN_CODING,1
LOC107065169,tko,technical knockout,PROTEIN_CODING,1
LOC107065173,Su(var)3-9,Suppressor of variegation 3-9,PROTEIN_CODING,1
LOC107065174,eIF2gamma,eukaryotic translation initiation factor 2 subunit gamma,PROTEIN_CODING,1
LOC107065183,mRpS18C,mitochondrial ribosomal protein S18C,PROTEIN_CODING,2
LOC107065199,Cow,Proteoglycan Cow,PROTEIN_CODING,1
LOC107065202,ATPsynG,"ATP synthase, subunit G",PROTEIN_CODING,1
LOC107065209,dom,domino,PROTEIN_CODING,2
LOC107065210,Rad51D,Rad51 recombinase D,PROTEIN_CODING,3
LOC107065212,Phf5a,PHD finger protein 5a,PROTEIN_CODING,1
LOC107065213,Mybbp1A,MYB binding protein 1a,PROTEIN_CODING,1
LOC107065223,Dhod,dihydroorotate dehydrogenase 2,PROTEIN_CODING,1
LOC107065224,THG,tRNA-histidine guanylyltransferase,PROTEIN_CODING,1
LOC107065225,VhaAC39-1,V-type proton ATPase subunit VhaAC39-1,PROTEIN_CODING,1
LOC107065226,TBCC,Tubulin-binding cofactor C,PROTEIN_CODING,3
LOC107065233,ftz-f1,ftz transcription factor 1,PROTEIN_CODING,2
LOC107065234,ppl,pumpless,PROTEIN_CODING,1
LOC107065235,SmE,Small ribonucleoprotein particle protein SmE,PROTEIN_CODING,1
LOC107065239,Mcad,Medium-chain acyl-CoA dehydrogenase,PROTEIN_CODING,1
LOC107065240,PCNA,Proliferating cell nuclear antigen,PROTEIN_CODING,1
LOC107065245,RhoGAP93B,MyTH4 and RhoGAP_KIAA1688 domain-containing protein RhoGAP93B,PROTEIN_CODING,1
LOC107065247,wts,serine/threonine-protein kinase warts,PROTEIN_CODING,1
LOC107065249,Nurf-38,Inorganic pyrophosphatase Nurf-38,PROTEIN_CODING,2
LOC107065254,Septin1,Septin 1,PROTEIN_CODING,2
LOC107065265,Cdk8,cyclin-dependent kinase 8,PROTEIN_CODING,2
LOC107065269,Nubpl,"NUBP iron-sulfur cluster assembly factor, mitochondrial",PROTEIN_CODING,1
LOC107065273,Not3,CCR4-associated factor Not3,PROTEIN_CODING,1
LOC107065277,heph,polypyrimidine tract-binding protein 1 heph,PROTEIN_CODING,15
LOC107065280,Ipk1,Inositol phosphate kinase 1,PROTEIN_CODING,3
LOC107065284,Ssrp,structure specific recognition protein,PROTEIN_CODING,3
LOC107065285,Cln7,CLN7/MFS domain-containing 8,PROTEIN_CODING,1
LOC107065289,tam,"DNA polymerase gamma, catalytic subunit tam",PROTEIN_CODING,1
LOC107065299,Fas2,fasciclin 2,PROTEIN_CODING,4
LOC107065300,metro,membrane palmitoylated protein 7-like protein metro,PROTEIN_CODING,4
LOC107065302,SREBP,Sterol regulatory element binding protein,PROTEIN_CODING,1
LOC107065318,Usp1,ubiquitin specific protease 1,PROTEIN_CODING,1
LOC107065322,GlcAT-I,Glucuronyltransferase I,PROTEIN_CODING,1
LOC107065323,Fdh,alcohol dehydrogenase class-3 Fdh,PROTEIN_CODING,1
LOC107065324,eys,eyes shut,PROTEIN_CODING,1
LOC107065332,Ufc1,Ubiquitin-fold modifier conjugating enzyme 1,PROTEIN_CODING,1
LOC107065342,Traf4,TNF receptor associated factor 4,PROTEIN_CODING,3
LOC107065343,Psf2,DNA replication complex GINS protein PSF2-like protein,PROTEIN_CODING,1
LOC107065346,csul,protein arginine N-methyltransferase 5,PROTEIN_CODING,1
LOC107065372,Pi3K68D,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit Pi3K68D,PROTEIN_CODING,2
LOC107065374,KCNQ,KCNQ potassium channel,PROTEIN_CODING,5
LOC107065379,Synd,protein kinase C and casein kinase substrate in neurons protein Synd,PROTEIN_CODING,6
LOC107065382,vari,MAGUK p55 subfamily member vari,PROTEIN_CODING,5
LOC107065386,Clc,clathrin light chain,PROTEIN_CODING,6
LOC107065392,Max,MYC associated factor X,PROTEIN_CODING,2
LOC107065394,PIG-G,phosphatidylinositol glycan anchor biosynthesis class G,PROTEIN_CODING,1
LOC107065400,Pp2C1,protein phosphatase 2C,PROTEIN_CODING,1
LOC107065405,Khc,kinesin heavy chain,PROTEIN_CODING,7
LOC107065414,eIF2Bepsilon,eukaryotic translation initiation factor 2B subunit epsilon,PROTEIN_CODING,3
LOC107065415,Rassf,Ras association family member,PROTEIN_CODING,1
LOC107065424,Tfb4,transcription factor B4,PROTEIN_CODING,2
LOC107065435,Ir8a,Ionotropic receptor 8a,PROTEIN_CODING,1
LOC107065446,MFS9,major facilitator superfamily transporter 9,PROTEIN_CODING,6
LOC107065452,NKCC,sodium potassium chloride cotransporter,PROTEIN_CODING,4
LOC107065454,TyrRS,Tyrosyl-tRNA synthetase,PROTEIN_CODING,3
LOC107065460,eIF1,eukaryotic translation initiation factor eIF1,PROTEIN_CODING,1
LOC107065461,Ide,Insulin degrading metalloproteinase,PROTEIN_CODING,2
LOC107065462,Remo,Remoulade,PROTEIN_CODING,4
LOC107065464,SerRS-m,"Seryl-tRNA synthetase, mitochondrial",PROTEIN_CODING,2
LOC107065465,kra,basic leucine zipper and W2 domain-containing protein kra,PROTEIN_CODING,1
LOC107065466,Coprox,oxygen-dependent coproporphyrinogen-III oxidase,PROTEIN_CODING,1
LOC107065468,RpII140,RNA polymerase II subunit RpII140,PROTEIN_CODING,1
LOC107065475,Dhx15,DEAH-box helicase 15,PROTEIN_CODING,1
LOC107065476,Mlh1,DNA mismatch repair ATPase Mlh1,PROTEIN_CODING,2
LOC107065480,Roe1,"grpE protein homolog, mitochondrial Roe1",PROTEIN_CODING,2
LOC107065483,DCX-EMAP,Doublecortin-domain-containing echinoderm-microtubule-associated protein,PROTEIN_CODING,1
LOC107065493,Hpd,4-hydroxyphenylpyruvate dioxygenase,PROTEIN_CODING,1
LOC107065499,Pur-alpha,Purine-rich binding protein-alpha,PROTEIN_CODING,6
LOC107065500,Coa7,Cytochrome c oxidase assembly factor 7,PROTEIN_CODING,2
LOC107065502,Pus1,Pseudouridine synthase 1,PROTEIN_CODING,1
LOC107065506,Kaz,Katazuke,PROTEIN_CODING,1
LOC107065517,Gclc,glutamate--cysteine ligase,PROTEIN_CODING,1
LOC107065520,mamo,zinc finger protein 628-like,PROTEIN_CODING,4
LOC107065524,Isha,Insulator su(Hw) mRNA adaptor,PROTEIN_CODING,1
LOC107065526,frtz,WD repeat-containing and planar cell polarity effector protein fritz,PROTEIN_CODING,3
LOC107065531,NaCP60E,Na channel protein 60E,PROTEIN_CODING,3
LOC107065542,St2,Sulfotransferase 2,PROTEIN_CODING,2
LOC107065546,Ask1,apoptotic signal-regulating kinase 1,PROTEIN_CODING,5
LOC107065547,Ance-3,angiotensin-converting enzyme Ance-3,PROTEIN_CODING,1
LOC107065549,CaBP1,Protein disulfide-isomerase A6 homolog CaBP1,PROTEIN_CODING,2
LOC107065550,Gmppa,GDP-mannose pyrophosphorylase A,PROTEIN_CODING,1
LOC107065553,ITP,ion transport peptide,PROTEIN_CODING,12
LOC107065558,Spt,Spitting Image,PROTEIN_CODING,1
LOC107065567,Mer,ezrin/radixin/moesin family protein merlin,PROTEIN_CODING,3
LOC107065569,spt4,Transcription elongation factor subunit spt4,PROTEIN_CODING,1
LOC107065571,ABCD,ATP binding cassette subfamily D,PROTEIN_CODING,1
LOC107065573,Mpv17,Mitochondrial inner membrane protein MPV17,PROTEIN_CODING,1
LOC107065575,ND-18,NADH:ubiquinone oxidoreductase subunit 18,PROTEIN_CODING,1
LOC107065581,Smu1,Smu1 spliceosomal factor,PROTEIN_CODING,1
LOC107065583,Dhc93AB,Dynein heavy chain at 93AB,PROTEIN_CODING,1
LOC107065591,Coa8,Cytochrome c oxidase assembly factor 8,PROTEIN_CODING,1
LOC107065594,Rrp6,exosome component Rrp6,PROTEIN_CODING,1
LOC107065595,Btk29A,tyrosine-protein kinase Btk29A,PROTEIN_CODING,1
LOC107065608,Tcs4,Threonyl-carbamoyl synthesis 4,PROTEIN_CODING,1
LOC107065611,Dbp80,putative ATP-dependent RNA helicase Dbp80,PROTEIN_CODING,1
LOC107065614,Tpi,triose phosphate isomerase,PROTEIN_CODING,1
LOC107065616,mRpL20,mitochondrial ribosomal protein L20,PROTEIN_CODING,1
LOC107065617,rnh1,ribonuclease H1,PROTEIN_CODING,1
LOC107065620,Nost,Nostrin,PROTEIN_CODING,3
LOC107065623,Rpb8,"DNA-directed RNA polymerases I, II, and III subunit Rpb8",PROTEIN_CODING,3
LOC107065627,Cds,CDP-diacylglycerol synthase,PROTEIN_CODING,3
LOC107065628,Klc,kinesin light chain,PROTEIN_CODING,8
LOC107065632,BicC,protein bicaudal C,PROTEIN_CODING,6
LOC107065633,Pten,phosphatase and tensin-like protein,PROTEIN_CODING,4
LOC107065638,bsk,mitogen-activated protein kinase dJNK,PROTEIN_CODING,5
LOC107065641,Sarm,sterile alpha and armadillo motif,PROTEIN_CODING,11
LOC107065643,nmo,serine/threonine-protein kinase nemo,PROTEIN_CODING,3
LOC107065647,Trmt6,tRNA methyltransferase 6 non-catalytic subunit,PROTEIN_CODING,1
LOC107065648,eIF2Bgamma,eukaryotic translation initiation factor 2B subunit gamma,PROTEIN_CODING,3
LOC107065650,RpL37a,ribosomal protein L37a,PROTEIN_CODING,1
LOC107065663,Picot,putative inorganic phosphate cotransporter protein picot,PROTEIN_CODING,5
LOC107065664,Cdk5,Cyclin-dependent kinase 5,PROTEIN_CODING,2
LOC107065670,CYLD,ubiquitin carboxyl-terminal hydrolase CYLD,PROTEIN_CODING,1
LOC107065673,GatA,"glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",PROTEIN_CODING,1
LOC107065677,Dhc16F,Dynein heavy chain at 16F,PROTEIN_CODING,1
LOC107065679,Rfk,Riboflavin kinase,PROTEIN_CODING,1
LOC107065687,eIF5,eukaryotic translation initiation factor 5,PROTEIN_CODING,2
LOC107065688,Rpb11,DNA-directed RNA polymerase II subunit RPB11,PROTEIN_CODING,1
LOC107065693,l(3)72Dn,UTP4 small subunit processome component l(3)72Dn,PROTEIN_CODING,1
LOC107065695,l(2)k01209,lethal (2) k01209,PROTEIN_CODING,2
LOC107065697,Rab10,RAS oncogene family member Rab10,PROTEIN_CODING,1
LOC107065698,RpL15,ribosomal protein L15,PROTEIN_CODING,1
LOC107065699,ssh,Protein phosphatase Slingshot,PROTEIN_CODING,8
LOC107065705,Raf,Raf oncogene,PROTEIN_CODING,1
LOC107065725,thoc6,THO complex 6,PROTEIN_CODING,1
LOC107065729,Ubx,ultrabithorax,PROTEIN_CODING,1
LOC107065731,mtm,myotubularin,PROTEIN_CODING,3
LOC107065732,Snrk,SNF related kinase,PROTEIN_CODING,2
LOC107065733,gb,solute carrier family 7 member genderblind,PROTEIN_CODING,1
LOC107065734,Nhe2,Na[+]/H[+] hydrogen exchanger 2,PROTEIN_CODING,10
LOC107065747,Prp19,pre-mRNA processing factor 19,PROTEIN_CODING,1
LOC107065752,rl,Mitogen-activated protein kinase rl,PROTEIN_CODING,1
LOC107065756,hgo,"homogentisate 1,2-dioxygenase",PROTEIN_CODING,1
LOC107065761,KAT2A,K(lysine) acetyltransferase 2A,PROTEIN_CODING,1
LOC107065767,Glg1,golgi glycoprotein 1,PROTEIN_CODING,1
LOC107065792,Taf11,TATA-box binding protein associated factor 11,PROTEIN_CODING,1
LOC107065793,RpII15,RNA polymerase II subunit RpII15,PROTEIN_CODING,1
LOC107065801,pkaap,A-kinase anchoring protein pkaap,PROTEIN_CODING,3
LOC107065810,Fur2,furin-like protease 2,PROTEIN_CODING,2
LOC107065814,RpS17,ribosomal protein S17,PROTEIN_CODING,1
LOC107065817,MRP,Multidrug-Resistance like Protein 1,PROTEIN_CODING,7
LOC107065819,Mmp1,Matrix metalloproteinase 1,PROTEIN_CODING,4
LOC107065827,ND-49,NADH dehydrogenase (ubiquinone) 49 kDa subunit,PROTEIN_CODING,1
LOC107065831,msl-2,male-specific lethal 2,PROTEIN_CODING,2
LOC107065833,XRCC1,DNA repair protein XRCC1,PROTEIN_CODING,1
LOC107065834,Khc-73,Kinesin heavy chain 73,PROTEIN_CODING,10
LOC107065840,RpS12,ribosomal protein S12,PROTEIN_CODING,2
LOC107065842,emp,epithelial membrane protein,PROTEIN_CODING,1
LOC107065846,Ogg1,8-oxoguanine DNA glycosylase,PROTEIN_CODING,1
LOC107065859,hzg,herzog,PROTEIN_CODING,2
LOC107065860,EMC7,ER membrane protein complex subunit 7,PROTEIN_CODING,1
LOC107065864,Ns4,Nucleostemin 4,PROTEIN_CODING,1
LOC107065871,Dnah3,"dynein heavy chain 3, axonemal",PROTEIN_CODING,1
LOC107065876,mre11,double strand break repair nuclease mre11,PROTEIN_CODING,2
LOC107065877,Tsp2A,tetraspanin 2A,PROTEIN_CODING,1
LOC107065882,Rbp6,RNA-binding protein 6,PROTEIN_CODING,5
LOC107065885,Mcm7,minichromosome maintenance 7,PROTEIN_CODING,1
LOC107065887,Ubr3,Ubr3 ubiquitin ligase,PROTEIN_CODING,3
LOC107065892,IleRS,Isoleucyl-tRNA synthetase,PROTEIN_CODING,1
LOC107065895,dally,division abnormally delayed protein,PROTEIN_CODING,1
LOC107065899,Lztr1,Leucine zipper like transcription regulator 1,PROTEIN_CODING,4
LOC107065903,Ipk2,Inositol phosphate kinase 2,PROTEIN_CODING,6
LOC107065910,asf1,histone chaperone asf1,PROTEIN_CODING,1
LOC107065912,S2P,membrane-bound transcription factor site-2 protease,PROTEIN_CODING,2
LOC107065915,TfIIA-S,Transcription-factor-IIA-S,PROTEIN_CODING,1
LOC107065916,Atg18a,Autophagy-related 18a,PROTEIN_CODING,5
LOC107065924,Trf2,TATA box binding protein-related factor 2,PROTEIN_CODING,1
LOC107065925,sdk,sidekick cell adhesion molecule,PROTEIN_CODING,5
LOC107065927,TER94,transitional endoplasmic reticulum ATPase TER94,PROTEIN_CODING,1
LOC107065928,nbs,nibrin,PROTEIN_CODING,1
LOC107065941,Tfb5,transcription factor B5,PROTEIN_CODING,1
LOC107065943,Moca-cyp,nuclear cyclophilin protein Moca-cyp,PROTEIN_CODING,1
LOC107065955,Ufl1,UFM1 specific ligase 1,PROTEIN_CODING,1
LOC107065961,eIF6,eukaryotic translation initiation factor 6,PROTEIN_CODING,1
LOC107065967,Sld5,DNA replication complex GINS protein SLD5,PROTEIN_CODING,1
LOC107065978,Dh31-R,Diuretic hormone 31 Receptor,PROTEIN_CODING,1
LOC107065982,AMPdeam,AMP deaminase,PROTEIN_CODING,8
LOC107065983,Kat60,Katanin 60,PROTEIN_CODING,1
LOC107065992,Lamtor5,"Late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",PROTEIN_CODING,1
LOC107065993,Hat1,histone acetyltransferase 1,PROTEIN_CODING,2
LOC107065999,Vha44,V-type proton ATPase subunit Vha44,PROTEIN_CODING,2
LOC107066000,Efr,ER GDP-fucose transporter,PROTEIN_CODING,1
LOC107066011,MTA1-like,metastasis associated 1-like,PROTEIN_CODING,4
LOC107066018,E75,Ecdysone-induced protein 75B,PROTEIN_CODING,5
LOC107066019,Polr3A,RNA polymerase III subunit A,PROTEIN_CODING,1
LOC107066023,Pglym78,phosphoglyceromutase 78,PROTEIN_CODING,1
LOC107066028,tmod,tropomodulin,PROTEIN_CODING,9
LOC107066032,Tsf3,Transferrin 3,PROTEIN_CODING,1
LOC107066035,Mccc1,Methylcrotonoyl-CoA carboxylase 1,PROTEIN_CODING,1
LOC107066036,mu2,mutator 2,PROTEIN_CODING,1
LOC107066041,Dbp73D,putative ATP-dependent RNA helicase Dbp73D,PROTEIN_CODING,1
LOC107066043,Arl2,ADP ribosylation factor-like 2,PROTEIN_CODING,1
LOC107066060,Ns3,nucleostemin 3,PROTEIN_CODING,1
LOC107066064,Aduk,Another Drosophila Unc-51-like kinase,PROTEIN_CODING,1
LOC107066068,Ssu72,Ssu72 CTD phosphatase,PROTEIN_CODING,1
LOC107066071,RpL17,ribosomal protein L17,PROTEIN_CODING,1
LOC107066078,IFT46,intraflagellar transport 46,PROTEIN_CODING,1
LOC107066088,stv,starvin,PROTEIN_CODING,4
LOC107066095,RhoGEF64C,Rho guanine nucleotide exchange factor at 64C,PROTEIN_CODING,1
LOC107066096,mtTFB1,mitochondrial transcription factor B1,PROTEIN_CODING,1
LOC107066098,RhoBTB,Rho-related BTB domain containing,PROTEIN_CODING,2
LOC107066106,ClC-b,chloride channel protein 7,PROTEIN_CODING,1
LOC107066112,alpha-Man-Ia,alpha-Mannosidase class I a,PROTEIN_CODING,4
LOC107066113,ari-1,E3 ubiquitin-protein ligase ariadne-1,PROTEIN_CODING,4
LOC107066114,Taf5,TATA-box binding protein associated factor 5,PROTEIN_CODING,1
LOC107066122,Elp1,elongator complex protein 1,PROTEIN_CODING,1
LOC107066125,Letm1,Leucine zipper and EF-hand containing transmembrane protein 1,PROTEIN_CODING,1
LOC107066130,Crzr,corazonin receptor,PROTEIN_CODING,1
LOC107066131,Rpb5,"DNA-directed RNA polymerases I, II, and III subunit Rpb5",PROTEIN_CODING,1
LOC107066133,Art8,Arginine methyltransferase 8,PROTEIN_CODING,2
LOC107066134,sotv,exostosin glycosyltransferase sotv,PROTEIN_CODING,1
LOC107066136,Parp16,Poly(ADP-ribose) polymerase 16,PROTEIN_CODING,1
LOC107066138,TpnCI,troponin C type I,PROTEIN_CODING,1
LOC107066149,ValRS-m,"Valyl-tRNA synthetase, mitochondrial",PROTEIN_CODING,1
LOC107066154,Alg13,Alg13 UDP-N-acetylglucosaminyltransferase subunit,PROTEIN_CODING,1
LOC107066156,Elp6,Elongator complex protein 6,PROTEIN_CODING,1
LOC107066163,nonC,serine/threonine-protein kinase Smg1,PROTEIN_CODING,4
LOC107066176,Nedd4,E3 ubiquitin-protein ligase Nedd4,PROTEIN_CODING,6
LOC107066177,Tektin-A,Tektin A,PROTEIN_CODING,3
LOC107066178,hrm,hermes,PROTEIN_CODING,1
LOC107066179,IscU,Iron-sulfur cluster assembly enzyme,PROTEIN_CODING,1
LOC107066182,Nop10,Nop10 ribonucleoprotein,PROTEIN_CODING,1
LOC107066183,Top2,topoisomerase 2,PROTEIN_CODING,6
LOC107066184,Tlk,Tousled-like kinase,PROTEIN_CODING,21
LOC107066186,prtp,pretaporter,PROTEIN_CODING,1
LOC107066190,Ndufb2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa",PROTEIN_CODING,1
LOC107066194,NitFhit,NFT-1 protein,PROTEIN_CODING,1
LOC107066195,EMC3,ER membrane protein complex subunit 3,PROTEIN_CODING,1
LOC107066196,mRpL22,mitochondrial ribosomal protein L22,PROTEIN_CODING,1
LOC107066197,RpL39,ribosomal protein L39,PROTEIN_CODING,1
LOC107066200,hook,hook microtubule tethering protein,PROTEIN_CODING,1
LOC107066201,EMC8-9,ER membrane protein complex subunit 8/9,PROTEIN_CODING,1
LOC107066204,MYPT-75D,Myosin phosphatase targeting subunit 75D,PROTEIN_CODING,9
LOC107066215,Mcm2,DNA replication licensing factor Mcm2,PROTEIN_CODING,2
LOC107066217,Daao1,D-amino acid oxidase 1,PROTEIN_CODING,2
LOC107066221,fmt,phosphatase 6 regulatory subunit 1-like protein fmt,PROTEIN_CODING,6
LOC107066222,Rab7,RAS oncogene family member Rab7,PROTEIN_CODING,3
LOC107066233,otd2,homeotic protein ocelliless,PROTEIN_CODING,5
LOC107066235,Gabat,4-aminobutyrate aminotransferase,PROTEIN_CODING,1
LOC107066237,Rho1,ras-like GTP-binding protein Rho1,PROTEIN_CODING,5
LOC107066239,Sema1a,semaphorin 1a,PROTEIN_CODING,1
LOC107066243,BRWD3,bromodomain and WD repeat-containing protein,PROTEIN_CODING,2
LOC107066245,Taf2,TATA-box binding protein associated factor 2,PROTEIN_CODING,2
LOC107066246,E2f2,E2F transcription factor 2,PROTEIN_CODING,1
LOC107066247,RhoGAP71E,Rho GTPase activating protein at 71E,PROTEIN_CODING,7
LOC107066248,mRpL23,mitochondrial ribosomal protein L23,PROTEIN_CODING,1
LOC107066249,TTLL1B,Tubulin tyrosine ligase-like 1B,PROTEIN_CODING,2
LOC107066255,SIDL,SIDL trafficking protein particle complex subunit 10,PROTEIN_CODING,1
LOC107066260,mago,"mago, exon junction complex subunit",PROTEIN_CODING,1
LOC107066264,UQCR-C2,Ubiquinol-cytochrome c reductase core protein 2,PROTEIN_CODING,1
LOC107066268,mRpL14,mitochondrial ribosomal protein L14,PROTEIN_CODING,1
LOC107066286,Dhps,Deoxyhypusine synthase,PROTEIN_CODING,1
LOC107066302,SoxN,SoxNeuro,PROTEIN_CODING,4
LOC107066309,Vhdl,larval-specific very high density lipoprotein,PROTEIN_CODING,1
LOC107066310,Phb1,prohibitin l(2)37Cc,PROTEIN_CODING,1
LOC107066312,mle,maleless,PROTEIN_CODING,2
LOC107066313,sturkopf,lipid droplet associated hydrolase sturkopf,PROTEIN_CODING,1
LOC107066317,Crag,DENN domain-containing protein Crag,PROTEIN_CODING,6
LOC107066319,boss,bride of sevenless,PROTEIN_CODING,1
LOC107066320,Loxl1,Lysyl oxidase-like 1,PROTEIN_CODING,1
LOC107066323,Gprk2,G protein-coupled receptor kinase 2,PROTEIN_CODING,1
LOC107066325,kz,putative ATP-dependent RNA helicase kurz,PROTEIN_CODING,1
LOC107066335,Coq5,"ubiquinone biosynthesis protein COQ3, mitochondrial",PROTEIN_CODING,1
LOC107066338,p53,p53,PROTEIN_CODING,1
LOC107066355,Hira,histone cell cycle regulator-like protein,PROTEIN_CODING,1
LOC107066359,Rpb7,DNA-directed RNA polymerase II subunit RPB7,PROTEIN_CODING,1
LOC107066361,Ent1,Equilibrative nucleoside transporter 1,PROTEIN_CODING,2
LOC107066368,scrib,scribble,PROTEIN_CODING,8
LOC107066370,Pex11c,Peroxin 11c,PROTEIN_CODING,2
LOC107066375,put,activin A receptor type 2 punt,PROTEIN_CODING,3
LOC107066376,Vha100-2,V-type ATPase subunit a family protein Vha100-2,PROTEIN_CODING,4
LOC107066382,ATPsynC,"ATP synthase, subunit C",PROTEIN_CODING,1
LOC107066386,Ctu2,Cytosolic thiouridylase subunit 2,PROTEIN_CODING,1
LOC107066388,mge,translocase of outer mitochondrial membrane 22 homolog mge,PROTEIN_CODING,1
LOC107066389,mRpL17,mitochondrial ribosomal protein L17,PROTEIN_CODING,1
LOC107066392,AGO3,Argonaute 3,PROTEIN_CODING,1
LOC107066393,BckdhA,Branched chain keto acid dehydrogenase E1 subunit alpha,PROTEIN_CODING,1
LOC107066396,Inos,Inositol-3-phosphate synthase,PROTEIN_CODING,1
LOC107066402,Sec31,secretory 31,PROTEIN_CODING,3
LOC107066403,IntS10,integrator complex subunit 10,PROTEIN_CODING,3
LOC107066404,Smyd3,"SET and MYND domain containing, class 3",PROTEIN_CODING,2
LOC107066405,Surf4,Surfeit locus protein 4,PROTEIN_CODING,1
LOC107066406,ubl,Ubiquitin-like protein 5,PROTEIN_CODING,1
LOC107066408,sev,sevenless,PROTEIN_CODING,4
LOC107066410,CysRS-m,"cysteine--tRNA ligase-like protein, mitochondrial",PROTEIN_CODING,1
LOC107066412,spict,magnesium transporter spict,PROTEIN_CODING,1
LOC107066413,Non3,Ribosome production factor 2-like protein Non3,PROTEIN_CODING,1
LOC107066417,Rcd5,microspherule protein Rcd5,PROTEIN_CODING,1
LOC107066418,mgr,merry-go-round,PROTEIN_CODING,1
LOC107066420,fliI,FLII actin remodeling protein,PROTEIN_CODING,1
LOC107066430,Chsy,Chondroitin sulfate synthase,PROTEIN_CODING,5
LOC107066436,Rab14,RAS oncogene family member Rab14,PROTEIN_CODING,1
LOC107066438,Mct1,Monocarboxylate transporter 1,PROTEIN_CODING,2
LOC107066451,Rps14,ribosomal protein S14,PROTEIN_CODING,3
LOC107066452,DCTN4-p62,dynactin subunit 4,PROTEIN_CODING,1
LOC107066457,vimar,visceral mesodermal armadillo-repeats,PROTEIN_CODING,2
LOC107066464,Dph5,diphthine methyl ester synthase,PROTEIN_CODING,1
LOC107066465,EMRE,Essential MCU regulator,PROTEIN_CODING,1
LOC107066468,Hpf1,Histone PARylation factor 1,PROTEIN_CODING,1
LOC107066471,Cog8,conserved oligomeric Golgi complex subunit 8,PROTEIN_CODING,1
LOC107066472,crn,pre-mRNA splicing factor crn,PROTEIN_CODING,1
LOC107066475,l(2)34Fd,lethal (2) 34Fd,PROTEIN_CODING,1
LOC107066479,Naa15-16,N-alpha-acetyltransferase 15/16,PROTEIN_CODING,1
LOC107066486,Rad60,DNA repair protein Rad60,PROTEIN_CODING,1
LOC107066488,HPS1,Hermansky-Pudlak syndrome 1 protein,PROTEIN_CODING,3
LOC107066491,Hex-A,Hexokinase A,PROTEIN_CODING,4
LOC107066497,Mad,MAX dimerization protein,PROTEIN_CODING,1
