HOG	OG	gene_tree_parent_clade	change_node_130	branch_p_node_130	category_node_130	expanded_node_130	significantly_expanded_node_130	contracted_node_130	significantly_contracted_node_130	change_node_131	branch_p_node_131	category_node_131	expanded_node_131	significantly_expanded_node_131	contracted_node_131	significantly_contracted_node_131	change_node_135	branch_p_node_135	category_node_135	expanded_node_135	significantly_expanded_node_135	contracted_node_135	significantly_contracted_node_135	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	n_max	n_min	n_mean	differential	discarded_nonconverged	tested_in_final_cafe_model	large_family_model_attempted	exclusion_detail	chemosensory_family_flag
N0.HOG0000922	OG0000722	n12	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	KCNQ potassium channel	weighted recurring annotation	KCNQ potassium channel	1	LOC127062196	KCNQ	KCNQ potassium channel	NCBI: vv_genetable.csv	1	1	LOC107065374	KCNQ	KCNQ potassium channel	NCBI: pd_genetable.csv	1	1	ENSANRG00005010670				0	3	1	1.22535211267606	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0000935	OG0000733	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	trafficking kinesin-binding protein milt / Kinesin associated protein	weighted recurring annotation	trafficking kinesin-binding protein milt; Kinesin associated protein	1	LOC127062419	milt	trafficking kinesin-binding protein milt	NCBI: vv_genetable.csv	1	2	LOC107066897; LOC107066911	LOC107066897; milt	Kinesin associated protein; trafficking kinesin-binding protein milt	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback; NCBI: pd_genetable.csv	2	1	ENSANRG00005004514	milt	trafficking kinesin-binding protein milt	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	5	1	1.36111111111111	4	FALSE	TRUE	FALSE		FALSE
N0.HOG0000943	OG0000740	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	Dpy-30 motif / ankyrin repeats	weighted recurring annotation	Dpy-30 motif; ankyrin repeats	1	LOC127070277	LOC127070277	Dpy-30 motif	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	1	LOC107071377	LOC107071377	ankyrin repeats	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	2	ENSANRG00005006393; ENSANRG00005004658	LOC107071377; CG42284; LOC127070277	ankyrin repeats; Dpy-30 motif	OrthoFinder orthology transfer from: Polistes_dominula; OrthoFinder orthology transfer from: Drosophila_melanogaster; Vespula_vulgaris	2	3	1	1.38028169014085	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0000947	OG0000744	n0	1	0.0191088	significantly expanded	TRUE	TRUE	FALSE	FALSE	0	0.586917	unchanged	FALSE	FALSE	FALSE	FALSE	0	0.562817	unchanged	FALSE	FALSE	FALSE	FALSE	Domain of unknown function (DUF4708)	weighted recurring annotation	Domain of unknown function (DUF4708)	2	LOC127061451; LOC127070782	LOC127061451; LOC127070782	Domain of unknown function (DUF4708)	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	2	2	LOC107066481; LOC107069072	LOC107066481; LOC107069072	Domain of unknown function (DUF4708)	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	2	0					0	8	1	1.88461538461538	7	FALSE	TRUE	FALSE		FALSE
N0.HOG0000953	OG0000750	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	Transcription elongation factor subunit Spt5 / transcription elongation factor SPT5-like	weighted recurring annotation	transcription elongation factor SPT5-like; Transcription elongation factor subunit Spt5; Transcription elongation factor subunit Spt5; transcription elongation factor SPT5-like	2	LOC127068997; LOC127070639	LOC127068997; Spt5	transcription elongation factor SPT5-like; Transcription elongation factor subunit Spt5	NCBI: vv_genetable.csv	2	1	LOC107068877	Spt5	Transcription elongation factor subunit Spt5	NCBI: pd_genetable.csv	1	1	ENSANRG00005006072	Spt5; LOC127068997	Transcription elongation factor subunit Spt5; transcription elongation factor SPT5-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	11	1	1.36619718309859	10	FALSE	TRUE	FALSE		FALSE
N0.HOG0000954	OG0000751	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	protein D2-like	weighted recurring annotation	protein D2-like	2	LOC127070675; LOC127070673	LOC127070675; LOC127070673	protein D2-like	NCBI: vv_genetable.csv	2	1	LOC107068916	LOC107068916	protein D2-like	NCBI: pd_genetable.csv	1	1	ENSANRG00005005750	CG6180; LOC107068916; LOC127070673; LOC127070675	protein D2-like	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	1	7	1	1.36619718309859	6	FALSE	TRUE	FALSE		FALSE
N0.HOG0001007	OG0000790	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like / 3-hydroxyisobutyryl-CoA hydrolase	weighted recurring annotation	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; 3-hydroxyisobutyryl-CoA hydrolase; 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like; 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like; 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; 3-hydroxyisobutyryl-CoA hydrolase	2	LOC127064724; LOC127068642	LOC127064724; Hibch	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; 3-hydroxyisobutyryl-CoA hydrolase	NCBI: vv_genetable.csv	2	2	LOC107074085; LOC107067588	LOC107074085; LOC107067588	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like	NCBI: pd_genetable.csv	2	1	ENSANRG00005009750	LOC107067588; LOC107074085; LOC127064724; Hibch	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like; 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial; 3-hydroxyisobutyryl-CoA hydrolase	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	5	1	1.31944444444444	4	FALSE	TRUE	FALSE		FALSE
N0.HOG0001017	OG0000800	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	ribosomal protein L6; 60S ribosomal protein L6-like; 60S ribosomal protein L6-like; ribosomal protein L6	2	LOC127061442; LOC127070957	RpL6; LOC127070957	ribosomal protein L6; 60S ribosomal protein L6-like	NCBI: vv_genetable.csv	2	2	LOC107066534; LOC107066545	LOC107066534; RpL6	60S ribosomal protein L6-like; ribosomal protein L6	NCBI: pd_genetable.csv	2	1	ENSANRG00005010381	LOC107066534; RpL6; LOC127070957	60S ribosomal protein L6-like; ribosomal protein L6	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.32394366197183	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001035	OG0000815	n4	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	tectonic-3-like / B9 domain-containing protein 2-like	weighted recurring annotation	B9 domain-containing protein 2-like; tectonic-3-like	2	LOC127066094; LOC127066085	LOC127066094; LOC127066085	B9 domain-containing protein 2-like; tectonic-3-like	NCBI: vv_genetable.csv	2	2	LOC107072334; LOC107072328	LOC107072334; LOC107072328	B9 domain-containing protein 2-like; tectonic-3-like	NCBI: pd_genetable.csv	2	0					0	2	1	1.390625	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001047	OG0000824	n69	0	0.537541	unchanged	FALSE	FALSE	FALSE	FALSE	-1	0.0694384	contracted	FALSE	FALSE	TRUE	FALSE	0	0.533026	unchanged	FALSE	FALSE	FALSE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005005805				0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001065	OG0000839	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	40S ribosomal protein S13-like; ribosomal protein S13; 40S ribosomal protein S13-like; ribosomal protein S13	2	LOC127062579; LOC127062135	LOC127062579; RpS13	40S ribosomal protein S13-like; ribosomal protein S13	NCBI: vv_genetable.csv	2	2	LOC107070812; LOC107068942	RpS13; LOC107068942	ribosomal protein S13; 40S ribosomal protein S13-like	NCBI: pd_genetable.csv	2	1	ENSANRG00005004689	LOC107068942; RpS13; LOC127062579	40S ribosomal protein S13-like; ribosomal protein S13	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.28169014084507	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001071	OG0000844	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	ribosomal protein S23; 40S ribosomal protein S23; ribosomal protein S23; 40S ribosomal protein S23	2	LOC127064100; LOC127064101	RpS23; LOC127064101	ribosomal protein S23; 40S ribosomal protein S23	NCBI: vv_genetable.csv	2	2	LOC107069009; LOC107069008	LOC107069009; RpS23	40S ribosomal protein S23; ribosomal protein S23	NCBI: pd_genetable.csv	2	1	ENSANRG00005009547	RpS23; LOC107069009; LOC127064101	ribosomal protein S23; 40S ribosomal protein S23	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.28169014084507	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001089	OG0000862	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	DNA polymerase alpha catalytic subunit-like / DNA polymerase alpha catalytic subunit	weighted recurring annotation	DNA polymerase alpha catalytic subunit; DNA polymerase alpha catalytic subunit-like; DNA polymerase alpha catalytic subunit-like; DNA polymerase alpha catalytic subunit	2	LOC127063636; LOC127073064	DNApol-alpha180; LOC127073064	DNA polymerase alpha catalytic subunit; DNA polymerase alpha catalytic subunit-like	NCBI: vv_genetable.csv	2	3	LOC107066267; LOC107073394; LOC107066146	LOC107066267; DNApol-alpha180; LOC107066146	DNA polymerase alpha catalytic subunit-like; DNA polymerase alpha catalytic subunit	NCBI: pd_genetable.csv	3	1	ENSANRG00005007972	LOC107066146; LOC107066267; DNApol-alpha180; LOC127073064	DNA polymerase alpha catalytic subunit-like; DNA polymerase alpha catalytic subunit	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.20833333333333	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001090	OG0000863	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	protein regulator of cytokinesis 1-like	weighted recurring annotation	protein regulator of cytokinesis 1-like	1	LOC127061675	LOC127061675	protein regulator of cytokinesis 1-like	NCBI: vv_genetable.csv	1	2	LOC107072126; LOC107067942	LOC107072126; LOC107067942	protein regulator of cytokinesis 1-like	NCBI: pd_genetable.csv	2	0					0	6	1	1.31884057971015	5	FALSE	TRUE	FALSE		FALSE
N0.HOG0001096	OG0000868	n5	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001097	OG0000868	n6	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001103	OG0000871	n48	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	projectin protein bent	weighted recurring annotation	projectin protein bent	0					0	0					0	1	ENSANRG00005000853	bent	projectin protein bent	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.075	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001104	OG0000872	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	IGF-II mRNA-binding protein / insulin-like growth factor 2 mRNA-binding protein 1	weighted recurring annotation	IGF-II mRNA-binding protein; insulin-like growth factor 2 mRNA-binding protein 1; insulin-like growth factor 2 mRNA-binding protein 1; IGF-II mRNA-binding protein	1	LOC127071556	Imp	IGF-II mRNA-binding protein	NCBI: vv_genetable.csv	1	2	LOC107065784; LOC107065848	LOC107065784; Imp	insulin-like growth factor 2 mRNA-binding protein 1; IGF-II mRNA-binding protein	NCBI: pd_genetable.csv	2	1	ENSANRG00005000409	LOC107065784; Imp	insulin-like growth factor 2 mRNA-binding protein 1; IGF-II mRNA-binding protein	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.26388888888889	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001117	OG0000881	n4	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001118	OG0000881	n12	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	calcium-activated potassium channel slo	weighted recurring annotation	calcium-activated potassium channel slo	0					0	0					0	1	ENSANRG00005006726	slo	calcium-activated potassium channel slo	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.07142857142857	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001121	OG0000882	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	40S ribosomal protein S10-like	2	LOC127067084; LOC127071089	LOC127067084; LOC127071089	40S ribosomal protein S10-like	NCBI: vv_genetable.csv	2	1	LOC107069798	LOC107069798	40S ribosomal protein S10-like	NCBI: pd_genetable.csv	1	1	ENSANRG00005006914	LOC107069798; LOC127067084; LOC127071089	40S ribosomal protein S10-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.26388888888889	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001125	OG0000886	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	very-long-chain 3-oxoacyl-CoA reductase-like	weighted recurring annotation	very-long-chain 3-oxoacyl-CoA reductase-like	3	LOC127072542; LOC127072540; LOC127072541	LOC127072542; LOC127072540; LOC127072541	very-long-chain 3-oxoacyl-CoA reductase-like	NCBI: vv_genetable.csv	3	2	LOC107066478; LOC107069157	LOC107066478; LOC107069157	very-long-chain 3-oxoacyl-CoA reductase-like	NCBI: pd_genetable.csv	2	0					0	3	1	1.3	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001139	OG0000900	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	TBP-associated factor 9	weighted recurring annotation	TBP-associated factor 9	1	LOC127068928	Taf9	TBP-associated factor 9	NCBI: vv_genetable.csv	1	1	LOC107064278	Taf9	TBP-associated factor 9	NCBI: pd_genetable.csv	1	1	ENSANRG00005001287	Taf9	TBP-associated factor 9	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.23611111111111	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001149	OG0000910	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001150	OG0000910	n2	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	extradenticle / homeobox protein extradenticle-like	weighted recurring annotation	extradenticle; homeobox protein extradenticle-like; homeobox protein extradenticle-like; extradenticle	1	LOC127064314	exd	extradenticle	NCBI: vv_genetable.csv	1	2	LOC107071829; LOC107073326	LOC107071829; exd	homeobox protein extradenticle-like; extradenticle	NCBI: pd_genetable.csv	2	1	ENSANRG00005005951	LOC107071829; exd	homeobox protein extradenticle-like; extradenticle	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	5	1	1.25714285714286	4	FALSE	TRUE	FALSE		FALSE
N0.HOG0001157	OG0000916	n3	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	cGMP-dependent protein kinase for	weighted recurring annotation	cGMP-dependent protein kinase for	1	LOC127066356	for	cGMP-dependent protein kinase for	NCBI: vv_genetable.csv	1	1	LOC107064333	for	cGMP-dependent protein kinase for	NCBI: pd_genetable.csv	1	2	ENSANRG00005003789; ENSANRG00005002299	for; CG4839	cGMP-dependent protein kinase for	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris; OrthoFinder orthology transfer from: Drosophila_melanogaster	2	2	1	1.2112676056338	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001160	OG0000919	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	tyrosine-protein kinase PR2-like / activated Cdc42 kinase-like	weighted recurring annotation	activated Cdc42 kinase-like; ATP binding. It is involved in the biological process described with protein phosphorylation; tyrosine-protein kinase PR2-like	1	LOC127069345	Ack-like	activated Cdc42 kinase-like	NCBI: vv_genetable.csv	1	2	LOC107064401; LOC107064406	Ack-like; LOC107064406	ATP binding. It is involved in the biological process described with protein phosphorylation; tyrosine-protein kinase PR2-like	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback; NCBI: pd_genetable.csv	2	1	ENSANRG00005000975	LOC107064406	tyrosine-protein kinase PR2-like	OrthoFinder orthology transfer from: Polistes_dominula	1	4	1	1.23611111111111	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001175	OG0000934	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	ribosomal protein L18A	1	LOC127070383	RpL18A	ribosomal protein L18A	NCBI: vv_genetable.csv	1	1	LOC107072796	RpL18A	ribosomal protein L18A	NCBI: pd_genetable.csv	1	1	ENSANRG00005010852	RpL18A	ribosomal protein L18A	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	3	1	1.20833333333333	2	FALSE	TRUE	FALSE		FALSE
N0.HOG0001177	OG0000936	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	40S ribosomal protein S16-like; 40S ribosomal protein S16	2	LOC127070068; LOC127070248	LOC127070068; LOC127070248	40S ribosomal protein S16-like; 40S ribosomal protein S16	NCBI: vv_genetable.csv	2	2	LOC107071892; LOC107071389	LOC107071892; LOC107071389	40S ribosomal protein S16; 40S ribosomal protein S16-like	NCBI: pd_genetable.csv	2	0					0	2	1	1.25352112676056	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001188	OG0000947	n1	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	1	LOC107065779	LOC107065779		NCBI: pd_genetable.csv	1	0					0	1	1	1	0	FALSE	TRUE	FALSE		FALSE
N0.HOG0001211	OG0000968	n70	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	CG33672	symbol fallback	CG33672	0					0	0					0	0					0	2	1	1.0625	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001230	OG0000986	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	Na[+]/H[+] hydrogen antiporter 1 / mitochondrial sodium/hydrogen exchanger 9B2-like	weighted recurring annotation	Na[+]/H[+] hydrogen antiporter 1; mitochondrial sodium/hydrogen exchanger 9B2-like; Na[+]/H[+] hydrogen antiporter 1; mitochondrial sodium/hydrogen exchanger 9B2-like	1	LOC127070303	Nha1	Na[+]/H[+] hydrogen antiporter 1	NCBI: vv_genetable.csv	1	2	LOC107071971; LOC107073384	Nha1; LOC107073384	Na[+]/H[+] hydrogen antiporter 1; mitochondrial sodium/hydrogen exchanger 9B2-like	NCBI: pd_genetable.csv	2	1	ENSANRG00005003849	Nha1; LOC107073384	Na[+]/H[+] hydrogen antiporter 1; mitochondrial sodium/hydrogen exchanger 9B2-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	5	1	1.22535211267606	4	FALSE	TRUE	FALSE		FALSE
N0.HOG0001244	OG0000999	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	titin homolog / gametocyte-specific factor 1-like	weighted recurring annotation	gametocyte-specific factor 1-like; titin homolog; tRNA:m(4)X modification enzyme TRM13 homolog; tRNA:m(4)X modification enzyme TRM13 homolog; gametocyte-specific factor 1-like	2	LOC127067274; LOC127072216	LOC127067274; LOC127072216	gametocyte-specific factor 1-like; titin homolog	NCBI: vv_genetable.csv	2	1	LOC107074349	LOC107074349	tRNA:m(4)X modification enzyme TRM13 homolog	NCBI: pd_genetable.csv	1	1	ENSANRG00005004153	LOC107074349; LOC127067274	tRNA:m(4)X modification enzyme TRM13 homolog; gametocyte-specific factor 1-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.20833333333333	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001284	OG0001039	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	ribosomal protein family	conservative keyword family rule	40S ribosomal protein S8; ribosomal protein S8; ribosomal protein S8; 40S ribosomal protein S8	2	LOC127062622; LOC127062623	LOC127062622; LOC127062623	40S ribosomal protein S8	NCBI: vv_genetable.csv	2	1	LOC107073215	RpS8	ribosomal protein S8	NCBI: pd_genetable.csv	1	1	ENSANRG00005002381	RpS8; LOC127062622; LOC127062623	ribosomal protein S8; 40S ribosomal protein S8	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.22857142857143	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001293	OG0001044	n0	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	histone acetyltransferase Tip60-like	weighted recurring annotation	histone acetyltransferase Tip60-like	2	LOC127068923; LOC127068922	LOC127068923; LOC127068922	histone acetyltransferase Tip60-like	NCBI: vv_genetable.csv	2	2	LOC107064975; LOC107064969	LOC107064975; LOC107064969	histone acetyltransferase Tip60-like	NCBI: pd_genetable.csv	2	1	ENSANRG00005002053	LOC107064969; LOC107064975; LOC127068922; LOC127068923	histone acetyltransferase Tip60-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	2	1	1.19444444444444	1	FALSE	TRUE	FALSE		FALSE
N0.HOG0001298	OG0001049	n0	0		unchanged	FALSE	FALSE	FALSE	FALSE	1		expanded	TRUE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	mitochondrial amidoxime-reducing component 1-like / Mitochondrial amidoxime reducing component	weighted recurring annotation	Mitochondrial amidoxime reducing component; mitochondrial amidoxime-reducing component 1-like; mitochondrial amidoxime reducing component 2-like; mitochondrial amidoxime reducing component 2-like; mitochondrial amidoxime-reducing component 1-like; Mitochondrial amidoxime reducing component	1	LOC127064253	Marc	Mitochondrial amidoxime reducing component	NCBI: vv_genetable.csv	1	3	LOC107072638; LOC107071451; LOC107072634	LOC107072638; LOC107071451; LOC107072634	mitochondrial amidoxime-reducing component 1-like; mitochondrial amidoxime reducing component 2-like	NCBI: pd_genetable.csv	3	1	ENSANRG00005007834	LOC107071451; LOC107072634; LOC107072638; Marc	mitochondrial amidoxime reducing component 2-like; mitochondrial amidoxime-reducing component 1-like; Mitochondrial amidoxime reducing component	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	4	1	1.2112676056338	3	FALSE	TRUE	FALSE		FALSE
N0.HOG0001302	OG0001052	n12	0		unchanged	FALSE	FALSE	FALSE	FALSE	0		unchanged	FALSE	FALSE	FALSE	FALSE	-1		contracted	FALSE	FALSE	TRUE	FALSE	unannotated HOG	no usable local annotation		0					0	0					0	0					0	2	1	1.05714285714286	1	FALSE	TRUE	FALSE		FALSE
