HOG	run	run_label	CAFE_track	n_species_in_count_table	n_species_present	max_tip_copy_number	total_tip_copy_number	polistinae_total_copies	vespinae_total_copies	social_wasp_total_copies	outgroup_total_copies	Vespula_vulgaris_copies	Polistes_dominula_copies	Ancistrocerus_nigricornis_copies	inference	OG	gene_tree_parent_clade	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	chemosensory_family_flag	TE_related_HOG_flag	TE_filter_reason	present_in_social_wasps	biological_interest_class	interpretation_note
N0.HOG0009911	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009475	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009914	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009478	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009916	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	1	8	3	5	8	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009480	n0	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	weighted recurring annotation	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	1	LOC127067096	LOC127067096	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009917	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	10	1	10	4	6	10	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009481	n0	small proline-rich protein 2H-like / small proline-rich protein 2B-like	weighted recurring annotation	small proline-rich protein 2H-like; small proline-rich protein 2B-like	1	LOC127062910	LOC127062910	small proline-rich protein 2H-like	NCBI: vv_genetable.csv	1	1	LOC107071310	LOC107071310	small proline-rich protein 2B-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009924	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	2	1	3	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009488	n0	DDE_Tnp_1-like zinc-ribbon	weighted recurring annotation	DDE_Tnp_1-like zinc-ribbon	0					0	1	LOC107066223	LOC107066223	DDE_Tnp_1-like zinc-ribbon	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009933	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	0	3	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009497	n0	CG32079	symbol fallback	CG32079	0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009936	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	10	2	11	4	6	10	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009500	n0	extensin-2-like / basic proline-rich protein-like	weighted recurring annotation	basic proline-rich protein-like; extensin-2-like; extensin-2-like; basic proline-rich protein-like	1	LOC127069189	LOC127069189	basic proline-rich protein-like	NCBI: vv_genetable.csv	1	1	LOC107065554	LOC107065554	extensin-2-like	NCBI: pd_genetable.csv	1	1	ENSANRG00005006734	LOC107065554; LOC127069189	extensin-2-like; basic proline-rich protein-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009939	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	9	1	9	2	7	9	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009503	n0	unannotated HOG	no usable local annotation		1	LOC127064305	LOC127064305		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009940	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	0	0	0	3	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009504	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009941	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	3	0	3	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009505	n0	unannotated HOG	no usable local annotation		0					0	1	LOC107070003	LOC107070003		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009954	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	0	3	3	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009518	n0	sloth 2	weighted recurring annotation	sloth 2	1	LOC127063941	sloth2	sloth 2	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009958	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	2	8	2	6	8	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009522	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009964	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	14	22	20	2	22	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009528	n0	transposable-element/reverse-transcriptase family	conservative keyword family rule	Transposase IS4	0					0	1	LOC107073640	LOC107073640	Transposase IS4	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	0					0	FALSE	TRUE	Conservative downstream TE exclusion based on direct EggNOG/member annotation or consensus name	TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009968	wasp_CAFE	Vespidae_plus_outgroups	large_family_individual_run	17	2	26	27	27	0	27	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009532	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009969	wasp_CAFE	Vespidae_plus_outgroups	large_family_individual_run	17	2	25	27	27	0	27	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009533	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009973	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	2	2	4	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009537	n0	zinc-finger protein family	conservative keyword family rule	transcription factor hamlet-like; zinc finger E-box-binding homeobox 1-like	1	LOC127068462	LOC127068462	transcription factor hamlet-like	NCBI: vv_genetable.csv	1	1	LOC107067524	LOC107067524	zinc finger E-box-binding homeobox 1-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009974	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009538	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009975	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009539	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009976	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	10	1	10	0	9	9	1	1	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009540	n0	putative histone-lysine N-methyltransferase 1	weighted recurring annotation	putative histone-lysine N-methyltransferase 1	1	LOC127067318	LOC127067318	putative histone-lysine N-methyltransferase 1	NCBI: vv_genetable.csv	1	0					0	1	ENSANRG00005004903	LOC127067318	putative histone-lysine N-methyltransferase 1	OrthoFinder orthology transfer from: Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009978	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	3	8	11	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009542	n0	prisilkin-39-like / keratin-associated protein 19-2-like	weighted recurring annotation	keratin-associated protein 19-2-like; prisilkin-39-like	1	LOC127068139	LOC127068139	keratin-associated protein 19-2-like	NCBI: vv_genetable.csv	1	1	LOC107065168	LOC107065168	prisilkin-39-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009979	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	1	5	6	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009543	n0	Mediator complex subunit 16	weighted recurring annotation	Mediator complex subunit 16	1	LOC127072202	LOC127072202	Mediator complex subunit 16	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009981	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	1	14	4	9	13	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009545	n0	zinc metalloproteinase nas-4-like / astacin-like metalloprotease toxin 1	weighted recurring annotation	astacin-like metalloprotease toxin 1; zinc metalloproteinase nas-4-like; zinc metalloproteinase nas-4-like; astacin-like metalloprotease toxin 1	1	LOC127071621	LOC127071621	astacin-like metalloprotease toxin 1	NCBI: vv_genetable.csv	1	1	LOC107073228	LOC107073228	zinc metalloproteinase nas-4-like	NCBI: pd_genetable.csv	1	1	ENSANRG00005008297	LOC107073228; LOC127071621	zinc metalloproteinase nas-4-like; astacin-like metalloprotease toxin 1	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE	venom / defence	Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009982	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	1	1	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009546	n0	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005007405				0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009984	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	1	4	5	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009548	n0	unannotated HOG	no usable local annotation		1	LOC127070930	LOC127070930		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009986	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	2	3	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009550	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009987	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009551	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
