"ortholog","hog_n13","orthogroup","broad_orthogroup","gene_tree_parent_clade","gene_pd","gene_vv","genomic_member_count_pd","genomic_member_count_vv","relationship_class","gene_dmel","gene_dmel_from_pd_str","gene_dmel_from_vv_str","gene_dmel_shared_str","gene_dmel_union_str","dmel_mapping_confidence","symbol_pd","description_pd","genetype_pd","ntranscripts_pd","symbol_vv","description_vv","genetype_vv","ntranscripts_vv","chromosome_vv","accession_vv","start_vv","stop_vv","symbol_dmel","description_dmel","genetype_dmel","highest_tissue_Female","highest_tissue_Larva","highest_tissue_Male","top_log2_enrich_Female","top_log2_enrich_Larva","top_log2_enrich_Male","tau_Female","tau_Larva","tau_Male","identical_symbol_pd_vv","loading_SC","loading_Stage","loading_Species","top_SC","top_SC_pos","top_SC_neg","top_Stage","top_Stage_pos","top_Stage_neg","top_Species","top_Species_pos","top_Species_neg","rank_SC_loading_pos","rank_SC_loading_neg","rank_Stage_loading_pos","rank_Stage_loading_neg","rank_Species_loading_pos","rank_Species_loading_neg","VIP_SC","VIP_Stage","VIP_Species"
"N13.HOG0000203","N13.HOG0000203","N13.HOG0000203","OG0000004","n547","LOC107069909","LOC127062168, LOC127062169, LOC127062170, LOC127062740, LOC127062753",1,5,"one_to_many","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107069909","odorant receptor 13a-like","PROTEIN_CODING","2","LOC127062168 | LOC127062169 | LOC127062170 | LOC127062740 | LOC127062753","uncharacterized LOC127062168 | uncharacterized LOC127062169 | uncharacterized LOC127062170 | odorant receptor 67c-like | odorant receptor 49b-like","PROTEIN_CODING","1","3","NC_066588.1","473140 | 480836 | 493099 | 470382 | 494245","479153 | 492408 | 494303 | 471677 | 495062","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000204","N13.HOG0000204","N13.HOG0000204","OG0000004","n802","LOC107068888","LOC127062744",1,1,"one_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107068888","odorant receptor 13a-like","PROTEIN_CODING","1","LOC127062744","odorant receptor 13a-like","PROTEIN_CODING","1","3","NC_066588.1","485988","487519","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000206","N13.HOG0000206","N13.HOG0000206","OG0000004","n825","LOC107068895","LOC127062172, LOC127062173, LOC127062176, LOC127062737, LOC127062758",1,5,"one_to_many","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107068895","uncharacterized LOC107068895","PROTEIN_CODING","1","LOC127062172 | LOC127062173 | LOC127062176 | LOC127062737 | LOC127062758","odorant receptor 13a-like","PROTEIN_CODING","1","3","NC_066588.1","504217 | 506544 | 509922 | 500972 | 512184","505741 | 508132 | 511370 | 502280 | 514413","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000208","N13.HOG0000208","N13.HOG0000208","OG0000004","n864","LOC107068903","LOC127062177",1,1,"one_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107068903","odorant receptor 13a-like","PROTEIN_CODING","1","LOC127062177","odorant receptor 13a-like","PROTEIN_CODING","1","3","NC_066588.1","514868","516657","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000209","N13.HOG0000209","N13.HOG0000209","OG0000004","n875","LOC107068911","LOC127062732",1,1,"one_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107068911","odorant receptor 13a-like","PROTEIN_CODING","1","LOC127062732","odorant receptor 13a-like","PROTEIN_CODING","1","3","NC_066588.1","517115","519441","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000210","N13.HOG0000210","N13.HOG0000210","OG0000004","n887","LOC107068922, LOC107069975","LOC127062178, LOC127062725, LOC127062726, LOC127062739",2,4,"many_to_many","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107068922 | LOC107069975","uncharacterized LOC107068922 | odorant receptor coreceptor-like","PROTEIN_CODING","1","LOC127062178 | LOC127062725 | LOC127062726 | LOC127062739","odorant receptor 13a-like | odorant receptor 47a-like","PROTEIN_CODING","1","3","NC_066588.1","552797 | 557721 | 568742 | 563677","554455 | 559863 | 571332 | 565266","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000214","N13.HOG0000214","N13.HOG0000214","OG0000004","n948","LOC107069924","LOC127062731, LOC127062745",1,2,"one_to_many","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107069924","odorant receptor 13a-like","PROTEIN_CODING","2","LOC127062731 | LOC127062745","odorant receptor 13a-like","PROTEIN_CODING","1 | 2","3","NC_066588.1","549433 | 542912","552155 | 547078","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000225","N13.HOG0000225","N13.HOG0000225","OG0000004","n1279","LOC107073503, LOC107073504","LOC127072279",2,1,"many_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107073503 | LOC107073504","odorant receptor 13a-like | uncharacterized LOC107073504","PROTEIN_CODING","1","LOC127072279","odorant receptor 13a-like","PROTEIN_CODING","1","25","NC_066610.1","87383","92240","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000226","N13.HOG0000226","N13.HOG0000226","OG0000004","n1293","LOC107073493","LOC127064088",1,1,"one_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107073493","odorant receptor 82a-like","PROTEIN_CODING","1","LOC127064088","odorant receptor 82a-like","PROTEIN_CODING","5","5","NC_066590.1","7313033","7369129","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,-0.00530937893400126,-0.00356400541547581,-0.0223867973331823,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1707,NA,2026,NA,98,1.0759166464761,1.17140208566793,1.54290352921874
"N13.HOG0000227","N13.HOG0000227","N13.HOG0000227","OG0000004","n1350","LOC107073299","LOC127072299",1,1,"one_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107073299","odorant receptor 85c-like","PROTEIN_CODING","1","LOC127072299","odorant receptor 85c-like","PROTEIN_CODING","1","25","NC_066610.1","856714","864432","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000229","N13.HOG0000229","N13.HOG0000229","OG0000004","n1482","LOC107067895","LOC127072298",1,1,"one_to_one","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","FBgn0026386, FBgn0039582","shared_pd_and_vv","LOC107067895","uncharacterized LOC107067895","PROTEIN_CODING","1","LOC127072298","odorant receptor 2a-like","PROTEIN_CODING","1","25","NC_066610.1","849927","854056","Or47a | Or98b","Odorant receptor 47a | Odorant receptor 98b","PROTEIN_CODING","Eye | Ganglion","Fat Body","Eye | Ganglion","0.736946358745272 | 13.2878566418405","0","0 | 15.8726989249876","0.975 | 1","","0.948979591836735 | 0.976190476190476",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000241","N13.HOG0000241","N13.HOG0000241","OG0000005","n158","LOC107072411","LOC127061365",1,1,"one_to_one","","","","","","none","LOC107072411","piggyBac transposable element-derived protein 4-like","PROTEIN_CODING","1","LOC127061365","piggyBac transposable element-derived protein 4-like","PROTEIN_CODING","1","2","NC_066587.1","15636187","15638361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-0.00419547240494665,-0.0024403841493033,-0.0231922507623079,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1860,NA,2177,NA,51,1.10402746639201,1.20700049835006,1.59841557589177
"N13.HOG0000338","N13.HOG0000338","N13.HOG0000338","OG0000006","n4","LOC107068814","LOC127062643",1,1,"one_to_one","FBgn0034145","FBgn0034145","FBgn0034145","FBgn0034145","FBgn0034145","shared_pd_and_vv","LOC107068814","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","2","LOC127062643","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","5","3","NC_066588.1","8901497","8923644","CG5065","","PROTEIN_CODING","Hindgut","Hindgut","Hindgut","4.62553780380644","1.60049157112834","3.01951403945741","0.949181176718388","0.907922912205567","0.916315190863209",FALSE,-0.00750495222100452,0.0033765084001,0.0167462362685759,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,1429,1874,NA,968,NA,0.829732529899575,0.881299026007904,1.15415468570036
"N13.HOG0000339","N13.HOG0000339","N13.HOG0000339","OG0000006","n77","LOC107070405","LOC127062784",1,1,"one_to_one","FBgn0033464","FBgn0033464","FBgn0033464","FBgn0033464","FBgn0033464","shared_pd_and_vv","LOC107070405","fatty acyl-CoA reductase 1","PROTEIN_CODING","1","LOC127062784","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","2","3","NC_066588.1","8961422","8970539","CG1441","","PROTEIN_CODING","Eye","Hindgut","Eye","3.94400593120831","-2.25632707850479","2.02467417159789","0.985233313644418","0.694444444444444","0.979566759119475",FALSE,-0.0319783936836532,-0.0112884728046097,-0.00391571374600401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,63,NA,1237,NA,1890,1.04559895973589,0.551578172964525,0.269871945870746
"N13.HOG0000340","N13.HOG0000340","N13.HOG0000340","OG0000006","n150","LOC107065849","LOC127071485",1,1,"one_to_one","FBgn0043792","FBgn0043792","FBgn0043792","FBgn0043792","FBgn0043792","shared_pd_and_vv","LOC107065849","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","1","LOC127071485","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","2","22","NC_066607.1","3022705","3030586","CG30427","","PROTEIN_CODING","Eye","Midgut","Eye","1.91829472733003","-2.63471235066868","-1.23703911489584","0.909645669291339","0.835526315789474","0.832908163265306",FALSE,-0.0173221134467055,-0.00142309956621706,-0.0160439294340236,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,600,NA,2307,NA,940,0.90661569913964,0.833958241190135,1.10575152746838
"N13.HOG0000341","N13.HOG0000341","N13.HOG0000341","OG0000006","n236","LOC107070407","LOC127062786",1,1,"one_to_one","FBgn0039131","FBgn0039131","FBgn0039131","FBgn0039131","FBgn0039131","shared_pd_and_vv","LOC107070407","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","2","LOC127062786","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","1","3","NC_066588.1","8948150","8957836","CG12268","","PROTEIN_CODING","Hindgut","Hindgut","Hindgut","5.60557176380313","2.65012634653179","1.376463036185","0.986443557919622","0.968059936908517","0.962348486327172",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000342","N13.HOG0000342","N13.HOG0000342","OG0000006","n307","LOC107067371","LOC127064743",1,1,"one_to_one","FBgn0023550, FBgn0029821","FBgn0023550, FBgn0029821","FBgn0023550, FBgn0029821","FBgn0023550, FBgn0029821","FBgn0023550, FBgn0029821","shared_pd_and_vv","LOC107067371","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","1","LOC127064743","fatty acyl-CoA reductase 1-like","PROTEIN_CODING","2","6","NC_066591.1","639611","645344","FarO | CG4020","Fatty acyl-CoA reductase in oenocytes","PROTEIN_CODING","Fat Body","Fat Body","Fat Body","3.1429574071024 | 3.73058941941399","1.39038955721611 | -1.19417117110783","1.15670509463026 | 1.90004183381792","0.969641993226899 | 0.995029473473873","0.877896613190731 | 0.940677966101695","0.977543989171896 | 0.99170326988775",FALSE,0.0232042547856422,-0.00186436428382752,0.00702101241211359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,271,NA,NA,2245,1762,NA,0.747388249460612,0.373581621130342,0.483889886888022
"N13.HOG0000345","N13.HOG0000345","N13.HOG0000345","OG0000006","n629","LOC107064457, LOC107072968, LOC107073683, LOC107073684, LOC107073746, LOC107073798","LOC127072314, LOC127072317, LOC127072318, LOC127072411, LOC127072438, LOC127072459, LOC127072460, LOC127072461",6,8,"many_to_many","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","shared_pd_and_vv","LOC107064457 | LOC107072968 | LOC107073683 | LOC107073684 | LOC107073746 | LOC107073798","putative fatty acyl-CoA reductase CG5065 | fatty acyl-CoA reductase 1-like","PROTEIN_CODING","1","LOC127072314 | LOC127072317 | LOC127072318 | LOC127072411 | LOC127072438 | LOC127072459 | LOC127072460 | LOC127072461","fatty acyl-CoA reductase wat-like","PROTEIN_CODING","4 | 3 | 2 | 5 | 11 | 1","25","NC_066610.1","202027 | 321399 | 332791 | 351020 | 114622 | 260852 | 297795 | 240876","225976 | 337212 | 334399 | 356346 | 141061 | 277719 | 303733 | 250855","Sgp | CG10096 | CG10097 | CG17562 | CG17560 | CG14893 | wat","Sgroppino | waterproof","PROTEIN_CODING","Fat Body | Hindgut","Fat Body | Hindgut | Midgut","Fat Body | Hindgut","1.96071737557606 | 5.73758897245537 | 3.33180545486641 | 2.74853383289312 | 3.56876234975927 | 6.59977006720974 | 4.07190812758192","0.415031488137169 | 1.73693193201126 | 2.07399479169964 | -2.52025054179435 | -2.90685933765879 | -0.652072949341746 | 1.22739863520144","1.22359694369154 | -0.556735839762522 | 1.62452743216939 | 1.45409860460226 | 1.72030268315749 | 0.60698868000733 | 2.13280305907775","0.991577917843947 | 0.99037775616083 | 0.995564181864558 | 0.995980453972257 | 0.997168200195176 | 0.997422680412371 | 0.954334389857369","0.78125 | 0.375 | 0.83125 | 0.947368421052632 | 0.875 | 1 | 0.951726449882668","0.991865437687142 | 0.929699374430027 | 0.993829503086697 | 0.990107340455368 | 0.993617143033222 | 0.976671476671477 | 0.885942340487795",FALSE,0.00855493392487172,-0.00453813997854518,0.0161282578337442,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1214,NA,NA,1910,1075,NA,0.820317663347004,0.860875500696849,1.11156346133306
"N13.HOG0000346","N13.HOG0000346","N13.HOG0000346","OG0000006","n763","LOC107068658","LOC127066212",1,1,"one_to_one","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","FBgn0032055, FBgn0038032, FBgn0038033, FBgn0038449, FBgn0038450, FBgn0038451, FBgn0039620","shared_pd_and_vv","LOC107068658","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","8","LOC127066212","uncharacterized LOC127066212","PROTEIN_CODING","1","9","NC_066594.1","8403402","8422584","Sgp | CG10096 | CG10097 | CG17562 | CG17560 | CG14893 | wat","Sgroppino | waterproof","PROTEIN_CODING","Fat Body | Hindgut","Fat Body | Hindgut | Midgut","Fat Body | Hindgut","1.96071737557606 | 5.73758897245537 | 3.33180545486641 | 2.74853383289312 | 3.56876234975927 | 6.59977006720974 | 4.07190812758192","0.415031488137169 | 1.73693193201126 | 2.07399479169964 | -2.52025054179435 | -2.90685933765879 | -0.652072949341746 | 1.22739863520144","1.22359694369154 | -0.556735839762522 | 1.62452743216939 | 1.45409860460226 | 1.72030268315749 | 0.60698868000733 | 2.13280305907775","0.991577917843947 | 0.99037775616083 | 0.995564181864558 | 0.995980453972257 | 0.997168200195176 | 0.997422680412371 | 0.954334389857369","0.78125 | 0.375 | 0.83125 | 0.947368421052632 | 0.875 | 1 | 0.951726449882668","0.991865437687142 | 0.929699374430027 | 0.993829503086697 | 0.990107340455368 | 0.993617143033222 | 0.976671476671477 | 0.885942340487795",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000347","N13.HOG0000347","N13.HOG0000347","OG0000006","n813","LOC107065778, LOC107067164, LOC107067174, LOC107071461, LOC107071486, LOC107071487, LOC107071826, LOC107071827, LOC107072461, LOC107073257, LOC107073445, LOC107073446, LOC107073550, LOC107073574, LOC107073589, LOC107073617, LOC107073669, LOC107073673, LOC107073718, LOC107073727, LOC107073763","LOC127069462",21,1,"many_to_one","FBgn0085371","FBgn0085371","FBgn0085371","FBgn0085371","FBgn0085371","shared_pd_and_vv","LOC107065778 | LOC107067164 | LOC107067174 | LOC107071461 | LOC107071486 | LOC107071487 | LOC107071826 | LOC107071827 | LOC107072461 | LOC107073257 | LOC107073445 | LOC107073446 | LOC107073550 | LOC107073574 | LOC107073589 | LOC107073617 | LOC107073669 | LOC107073673 | LOC107073718 | LOC107073727 | LOC107073763","fatty acyl-CoA reductase 1-like | putative fatty acyl-CoA reductase CG5065 | putative fatty acyl-CoA reductase CG8306","PROTEIN_CODING","2 | 1 | 4","LOC127069462","fatty acyl-CoA reductase wat-like","PROTEIN_CODING","1","15","NC_066600.1","2122775","2126709","CG34342","","PROTEIN_CODING","Eye","Fat Body","Eye","1.2479170729801","0.999981966650114","0.0588934486053768","0.868421052631579","0.90625","0.851428571428571",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000348","N13.HOG0000348","N13.HOG0000348","OG0000006","n1019","LOC107070406","LOC127062785",1,1,"one_to_one","FBgn0034142","FBgn0034142","FBgn0034142","FBgn0034142","FBgn0034142","shared_pd_and_vv","LOC107070406","putative fatty acyl-CoA reductase CG8306","PROTEIN_CODING","2","LOC127062785","putative fatty acyl-CoA reductase CG8306","PROTEIN_CODING","3","3","NC_066588.1","8931282","8939159","CG8306","","PROTEIN_CODING","Hindgut","Hindgut","Salivary Gland","3.38625893237859","1.31072569479615","1.62103447660472","0.808875286916603","0.487131898045038","0.649988097041574",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000350","N13.HOG0000350","N13.HOG0000350","OG0000006","n1093","LOC107071346","LOC127062767",1,1,"one_to_one","FBgn0038751","FBgn0038751","FBgn0038751","FBgn0038751","FBgn0038751","shared_pd_and_vv","LOC107071346","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","2","LOC127062767","putative fatty acyl-CoA reductase CG5065","PROTEIN_CODING","4","3","NC_066588.1","2830416","2861616","CG4770","","PROTEIN_CODING","Hindgut","Hindgut","Eye","18.7795686818645","7.65456425356803","3.22237095285832","0.927777777777778","0.984491315136476","0.803571428571429",FALSE,0.00119757776236869,0.000164534895627602,0.0200937928531116,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2110,NA,2267,NA,436,NA,0.947455603855621,1.04135163487162,1.38486910150846
"N13.HOG0000352","N13.HOG0000352","N13.HOG0000352","OG0000007","n174","LOC107069763","LOC127070966",1,1,"one_to_one","FBgn0039415","FBgn0039415","FBgn0039415","FBgn0039415","FBgn0039415","shared_pd_and_vv","LOC107069763","glucose dehydrogenase [FAD, quinone]-like","PROTEIN_CODING","1","LOC127070966","glucose dehydrogenase [FAD, quinone]-like","PROTEIN_CODING","1","20","NC_066605.1","324400","327225","CG6142","","PROTEIN_CODING","Ganglion","Hindgut","Brain","1.90688398328242","0.574693156698121","0.781357828189209","0.502083333333333","0.957142857142857","0.496103896103896",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000354","N13.HOG0000354","N13.HOG0000354","OG0000007","n349","LOC107070619","LOC127065091",1,1,"one_to_one","FBgn0001112","FBgn0001112","FBgn0001112","FBgn0001112","FBgn0001112","shared_pd_and_vv","LOC107070619","glucose dehydrogenase [FAD, quinone]","PROTEIN_CODING","1","LOC127065091","glucose dehydrogenase [FAD, quinone]","PROTEIN_CODING","3","7","NC_066592.1","4990367","5000388","Gld","Glucose dehydrogenase","PROTEIN_CODING","Hindgut","Hindgut","Hindgut","1.97112226738739","0.345736237653692","-1.2983411974432","0.95800933125972","0.982456140350877","0.921106821106821",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0000355","N13.HOG0000355","N13.HOG0000355","OG0000007","n425","LOC107063902","LOC127066458",1,1,"one_to_one","","","","","","none","LOC107063902","glucose dehydrogenase [FAD, quinone]-like","PROTEIN_CODING","1","LOC127066458","glucose dehydrogenase [FAD, quinone]-like","PROTEIN_CODING","1","9","NC_066594.1","4484885","4489008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
