HOG	OG	Gene Tree Parent Clade	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
N55.HOG0000251	OG0000020	n58					LOC107993538	LOC102674234, LOC102680544		LOC122715410																																																																
N55.HOG0000252	OG0000020	n136						LOC102675752		LOC122712879	LOC102656186																																																															
N55.HOG0000253	OG0000020	n196					LOC108004363	LOC102680770		LOC122714297	LOC100576637																																																															
N55.HOG0000254	OG0000020	n269					LOC108004362	LOC102680447		LOC122714294	LOC724565																																																															
N55.HOG0000255	OG0000020	n334						LOC102678974		LOC122718870	LOC100576838																																																															
N55.HOG0000256	OG0000020	n360					LOC107995326	LOC102675041		LOC122718608	LOC725021																																																															
N55.HOG0000257	OG0000020	n436					LOC107998305	LOC102679578		LOC122710534	LOC409626																																																															
N55.HOG0000258	OG0000020	n580					LOC107993514	LOC102680272		LOC122715402	LOC724308																																																															
N55.HOG0000259	OG0000020	n695					LOC133667417	LOC102671644		LOC122712878	LOC113219265																																																															
N55.HOG0000260	OG0000020	n776					LOC108000312			LOC122712880	LOC725250																																																															
N55.HOG0000261	OG0000021	n4					LOC108000565	LOC102675377		LOC122713456	LOC412815																																																															
N55.HOG0000262	OG0000021	n165					LOC107993563	LOC102674547		LOC122719538	LOC411959																																																															
N55.HOG0000263	OG0000023	n252					LOC107997710	LOC102670848																																																																		
N55.HOG0000264	OG0000023	n253					LOC107997769	LOC102680304		LOC122716271																																																																
N55.HOG0000265	OG0000023	n634					LOC107994226	LOC102679928		LOC122719679	LOC100577883																																																															
N55.HOG0000266	OG0000025	n16					LOC108001725	LOC102678141		LOC122717149	LOC412835																																																															
N55.HOG0000267	OG0000025	n91					LOC108000909	LOC102676943		LOC122719697	LOC725264																																																															
N55.HOG0000268	OG0000025	n165					LOC107999022	LOC102671418		LOC122713162	LOC724936																																																															
N55.HOG0000269	OG0000025	n262					LOC107998009	LOC102672432		LOC122713805	LOC724847																																																															
N55.HOG0000270	OG0000025	n311					LOC107995727	LOC102675607																																																																		
N55.HOG0000271	OG0000025	n423					LOC107995359	LOC102673647		LOC122718504	LOC100576471																																																															
N55.HOG0000272	OG0000025	n496					LOC107999890	LOC102674684		LOC122711257	LOC113218540, LOC410563																																																															
N55.HOG0000273	OG0000025	n571					LOC108001709	LOC102680028		LOC122717298																																																																
N55.HOG0000274	OG0000025	n629					LOC108001707	LOC102680362		LOC122717297	LOC725999																																																															
N55.HOG0000275	OG0000026	n127					LOC133665739	LOC102679224		LOC122719265, LOC122720825																																																																
N55.HOG0000276	OG0000026	n155					LOC114577755	LOC102680636		LOC122719229	LOC102655218																																																															
N55.HOG0000277	OG0000026	n531					LOC107999604	LOC116186626		LOC122719263	LOC107965760																																																															
N55.HOG0000278	OG0000026	n566						LOC116186625		LOC122719279																																																																
N55.HOG0000279	OG0000026	n568					LOC114576756																																																																			
N55.HOG0000280	OG0000026	n569					LOC107999603																																																																			
N55.HOG0000281	OG0000026	n570					LOC107999605	LOC102675028		LOC122719262	LOC102654074																																																															
N55.HOG0000282	OG0000026	n601					LOC107999581	LOC102680490		LOC122719278	LOC724673																																																															
N55.HOG0000283	OG0000027	n182					LOC107996799	LOC102675344		LOC122713379	LOC107965011																																																															
N55.HOG0000284	OG0000027	n260						LOC116184971		LOC122719039	LOC107964732																																																															
N55.HOG0000285	OG0000027	n264					LOC107992563	LOC102680919			LOC102653979																																																															
N55.HOG0000286	OG0000027	n268					LOC108001260	LOC116184855		LOC122713665	LOC102654216																																																															
N55.HOG0000287	OG0000027	n272					LOC108001261	LOC102680361		LOC122713669																																																																
N55.HOG0000288	OG0000027	n282					LOC107997001	LOC102675749		LOC122713350	LOC102656567																																																															
N55.HOG0000289	OG0000027	n308					LOC108004496	LOC102679116																																																																		
N55.HOG0000290	OG0000027	n312					LOC107998410	LOC102678723			LOC100578724																																																															
N55.HOG0000291	OG0000027	n317						LOC102678853, LOC116185945			LOC100579011																																																															
N55.HOG0000292	OG0000027	n319					LOC108004487	LOC102678585		LOC122717409	LOC102655559																																																															
N55.HOG0000293	OG0000027	n377					LOC107996944	LOC102674757		LOC122717583	LOC102654782																																																															
N55.HOG0000294	OG0000027	n381					LOC107999574	LOC102674895			LOC102655285																																																															
N55.HOG0000295	OG0000027	n384					LOC108004502	LOC102677214			LOC102654530																																																															
N55.HOG0000296	OG0000027	n435					LOC107996643	LOC102678913		LOC122720616	LOC102654452																																																															
N55.HOG0000297	OG0000027	n641					LOC114576851	LOC102675200		LOC122713427	LOC113218543																																																															
N55.HOG0000298	OG0000027	n644					LOC107993634	LOC116186686		LOC122713381	LOC100578842																																																															
N55.HOG0000299	OG0000028	n549					LOC108001441	LOC102673389		LOC122714214	LOC102655420																																																															
N55.HOG0000300	OG0000029	n29					LOC107999028			LOC122719890	LOC102654975																																																															
N55.HOG0000301	OG0000029	n111					LOC107996098	LOC102676973		LOC122719958	LOC725311																																																															
